"species","survival","extinction"
"Biziura_lobata",0.9995,5e-04
"Malacorhynchus_membranaceus",0.9995,5e-04
"Stictonetta_naevosa",0.9995,5e-04
"Cereopsis_novaehollandiae",0.9995,5e-04
"Coscoroba_coscoroba",0.9995,5e-04
"Cygnus_melancoryphus",0.9995,5e-04
"Cygnus_atratus",0.9995,5e-04
"Cygnus_olor",0.9995,5e-04
"Cygnus_buccinator",0.9995,5e-04
"Cygnus_cygnus",0.9995,5e-04
"Cygnus_columbianus",0.9995,5e-04
"Branta_bernicla",0.9995,5e-04
"Branta_leucopsis",0.9995,5e-04
"Branta_ruficollis",0.61,0.39
"Branta_hutchinsii",0.9995,5e-04
"Branta_canadensis",0.9995,5e-04
"Branta_sandvicensis",0.61,0.39
"Anser_canagicus",0.98,0.02
"Anser_caerulescens",0.9995,5e-04
"Anser_rossii",0.9995,5e-04
"Anser_indicus",0.9995,5e-04
"Anser_anser",0.9995,5e-04
"Anser_cygnoid",0.61,0.39
"Anser_fabalis",0.9995,5e-04
"Anser_brachyrhynchus",0.9995,5e-04
"Anser_albifrons",0.9995,5e-04
"Anser_erythropus",0.61,0.39
"Clangula_hyemalis",0.61,0.39
"Somateria_fischeri",0.98,0.02
"Somateria_spectabilis",0.9995,5e-04
"Somateria_mollissima",0.98,0.02
"Polysticta_stelleri",0.61,0.39
"Melanitta_perspicillata",0.9995,5e-04
"Melanitta_fusca",0.61,0.39
"Melanitta_stejnegeri",0.9995,5e-04
"Melanitta_deglandi",0.9995,5e-04
"Melanitta_nigra",0.9995,5e-04
"Melanitta_americana",0.98,0.02
"Bucephala_albeola",0.9995,5e-04
"Bucephala_clangula",0.9995,5e-04
"Bucephala_islandica",0.9995,5e-04
"Mergellus_albellus",0.9995,5e-04
"Lophodytes_cucullatus",0.9995,5e-04
"Mergus_merganser",0.9995,5e-04
"Mergus_squamatus",0.004,0.996
"Mergus_serrator",0.9995,5e-04
"Mergus_octosetaceus",0,1
"Histrionicus_histrionicus",0.9995,5e-04
"Neochen_jubata",0.98,0.02
"Chloephaga_melanoptera",0.9995,5e-04
"Chloephaga_picta",0.9995,5e-04
"Chloephaga_hybrida",0.9995,5e-04
"Chloephaga_poliocephala",0.9995,5e-04
"Chloephaga_rubidiceps",0.9995,5e-04
"Radjah_radjah",0.9995,5e-04
"Alopochen_aegyptiaca",0.9995,5e-04
"Tadorna_tadorna",0.9995,5e-04
"Tadorna_ferruginea",0.9995,5e-04
"Tadorna_cana",0.9995,5e-04
"Tadorna_tadornoides",0.9995,5e-04
"Tadorna_variegata",0.9995,5e-04
"Tadorna_cristata",0,1
"Plectropterus_gambensis",0.9995,5e-04
"Cairina_moschata",0.9995,5e-04
"Sarkidiornis_sylvicola",0.9995,5e-04
"Sarkidiornis_melanotos",0.9995,5e-04
"Nettapus_auritus",0.9995,5e-04
"Nettapus_coromandelianus",0.9995,5e-04
"Nettapus_pulchellus",0.9995,5e-04
"Callonetta_leucophrys",0.9995,5e-04
"Aix_sponsa",0.9995,5e-04
"Aix_galericulata",0.9995,5e-04
"Chenonetta_jubata",0.9995,5e-04
"Hymenolaimus_malacorhynchos",0.004,0.996
"Merganetta_armata",0.9995,5e-04
"Pteronetta_hartlaubii",0.9995,5e-04
"Cyanochen_cyanoptera",0.61,0.39
"Marmaronetta_angustirostris",0.61,0.39
"Asarcornis_scutulata",0.004,0.996
"Netta_rufina",0.9995,5e-04
"Netta_peposaca",0.9995,5e-04
"Netta_erythrophthalma",0.9995,5e-04
"Aythya_ferina",0.61,0.39
"Aythya_americana",0.9995,5e-04
"Aythya_valisineria",0.9995,5e-04
"Aythya_australis",0.9995,5e-04
"Aythya_innotata",0,1
"Aythya_baeri",0,1
"Aythya_nyroca",0.98,0.02
"Aythya_novaeseelandiae",0.9995,5e-04
"Aythya_collaris",0.9995,5e-04
"Aythya_fuligula",0.9995,5e-04
"Aythya_marila",0.9995,5e-04
"Aythya_affinis",0.9995,5e-04
"Rhodonessa_caryophyllacea",0,1
"Salvadorina_waigiuensis",0.61,0.39
"Tachyeres_patachonicus",0.9995,5e-04
"Tachyeres_leucocephalus",0.61,0.39
"Tachyeres_pteneres",0.9995,5e-04
"Tachyeres_brachypterus",0.9995,5e-04
"Lophonetta_specularioides",0.9995,5e-04
"Speculanas_specularis",0.98,0.02
"Amazonetta_brasiliensis",0.9995,5e-04
"Spatula_querquedula",0.9995,5e-04
"Spatula_hottentota",0.9995,5e-04
"Spatula_puna",0.9995,5e-04
"Spatula_versicolor",0.9995,5e-04
"Spatula_platalea",0.9995,5e-04
"Spatula_smithii",0.9995,5e-04
"Spatula_rhynchotis",0.9995,5e-04
"Spatula_clypeata",0.9995,5e-04
"Spatula_cyanoptera",0.9995,5e-04
"Spatula_discors",0.9995,5e-04
"Sibirionetta_formosa",0.9995,5e-04
"Mareca_falcata",0.98,0.02
"Mareca_strepera",0.9995,5e-04
"Mareca_penelope",0.9995,5e-04
"Mareca_americana",0.9995,5e-04
"Mareca_sibilatrix",0.9995,5e-04
"Anas_sparsa",0.9995,5e-04
"Anas_undulata",0.9995,5e-04
"Anas_melleri",0.004,0.996
"Anas_superciliosa",0.9995,5e-04
"Anas_luzonica",0.61,0.39
"Anas_zonorhyncha",0.9995,5e-04
"Anas_poecilorhyncha",0.9995,5e-04
"Anas_laysanensis",0,1
"Anas_platyrhynchos",0.9995,5e-04
"Anas_rubripes",0.9995,5e-04
"Anas_fulvigula",0.9995,5e-04
"Anas_wyvilliana",0.004,0.996
"Anas_albogularis",0.61,0.39
"Anas_gibberifrons",0.98,0.02
"Anas_gracilis",0.9995,5e-04
"Anas_castanea",0.9995,5e-04
"Anas_chlorotis",0.98,0.02
"Anas_aucklandica",0.61,0.39
"Anas_nesiotis",0.004,0.996
"Anas_bernieri",0.004,0.996
"Anas_capensis",0.9995,5e-04
"Anas_bahamensis",0.9995,5e-04
"Anas_erythrorhyncha",0.9995,5e-04
"Anas_acuta",0.9995,5e-04
"Anas_eatoni",0.61,0.39
"Anas_georgica",0.9995,5e-04
"Anas_crecca",0.9995,5e-04
"Anas_andium",0.9995,5e-04
"Anas_flavirostris",0.9995,5e-04
"Tachybaptus_ruficollis",0.9995,5e-04
"Tachybaptus_novaehollandiae",0.9995,5e-04
"Tachybaptus_pelzelnii",0.004,0.996
"Tachybaptus_dominicus",0.9995,5e-04
"Podilymbus_podiceps",0.9995,5e-04
"Rollandia_rolland",0.9995,5e-04
"Rollandia_microptera",0.004,0.996
"Poliocephalus_poliocephalus",0.9995,5e-04
"Poliocephalus_rufopectus",0.98,0.02
"Podiceps_major",0.9995,5e-04
"Podiceps_grisegena",0.9995,5e-04
"Podiceps_cristatus",0.9995,5e-04
"Podiceps_auritus",0.61,0.39
"Podiceps_nigricollis",0.9995,5e-04
"Podiceps_juninensis",0.98,0.02
"Podiceps_occipitalis",0.9995,5e-04
"Podiceps_taczanowskii",0,1
"Podiceps_gallardoi",0,1
"Aechmophorus_occidentalis",0.9995,5e-04
"Aechmophorus_clarkii",0.9995,5e-04
"Phoenicopterus_roseus",0.9995,5e-04
"Phoenicopterus_ruber",0.9995,5e-04
"Phoenicopterus_chilensis",0.98,0.02
"Phoeniconaias_minor",0.98,0.02
"Phoenicoparrus_andinus",0.61,0.39
"Phoenicoparrus_jamesi",0.98,0.02
"Phaethon_aethereus",0.9995,5e-04
"Phaethon_rubricauda",0.9995,5e-04
"Phaethon_lepturus",0.9995,5e-04
"Rhynochetos_jubatus",0.004,0.996
"Eurypyga_helias",0.9995,5e-04
"Mesitornis_variegatus",0.61,0.39
"Mesitornis_unicolor",0.61,0.39
"Monias_benschi",0.61,0.39
"Columba_livia",0.9995,5e-04
"Columba_rupestris",0.9995,5e-04
"Columba_leuconota",0.9995,5e-04
"Columba_guinea",0.9995,5e-04
"Columba_albitorques",0.9995,5e-04
"Columba_oenas",0.9995,5e-04
"Columba_eversmanni",0.61,0.39
"Columba_oliviae",0.98,0.02
"Columba_palumbus",0.9995,5e-04
"Columba_trocaz",0.9995,5e-04
"Columba_bollii",0.9995,5e-04
"Columba_junoniae",0.98,0.02
"Columba_unicincta",0.9995,5e-04
"Columba_arquatrix",0.9995,5e-04
"Columba_sjostedti",0.9995,5e-04
"Columba_thomensis",0.004,0.996
"Columba_pollenii",0.98,0.02
"Columba_hodgsonii",0.9995,5e-04
"Columba_albinucha",0.98,0.02
"Columba_pulchricollis",0.9995,5e-04
"Columba_elphinstonii",0.61,0.39
"Columba_torringtoniae",0.61,0.39
"Columba_punicea",0.61,0.39
"Columba_argentina",0,1
"Columba_palumboides",0.98,0.02
"Columba_janthina",0.98,0.02
"Columba_vitiensis",0.9995,5e-04
"Columba_leucomela",0.9995,5e-04
"Columba_pallidiceps",0.61,0.39
"Columba_delegorguei",0.9995,5e-04
"Columba_iriditorques",0.9995,5e-04
"Columba_malherbii",0.98,0.02
"Aplopelia_larvata",0.9995,5e-04
"Streptopelia_turtur",0.61,0.39
"Streptopelia_lugens",0.9995,5e-04
"Streptopelia_hypopyrrha",0.9995,5e-04
"Streptopelia_orientalis",0.9995,5e-04
"Streptopelia_dusumieri",0.61,0.39
"Streptopelia_bitorquata",0.9995,5e-04
"Streptopelia_decaocto",0.9995,5e-04
"Streptopelia_xanthocycla",0.9995,5e-04
"Streptopelia_roseogrisea",0.9995,5e-04
"Streptopelia_reichenowi",0.98,0.02
"Streptopelia_decipiens",0.9995,5e-04
"Streptopelia_semitorquata",0.9995,5e-04
"Streptopelia_capicola",0.9995,5e-04
"Streptopelia_vinacea",0.9995,5e-04
"Streptopelia_tranquebarica",0.9995,5e-04
"Spilopelia_chinensis",0.9995,5e-04
"Spilopelia_suratensis",0.9995,5e-04
"Spilopelia_senegalensis",0.9995,5e-04
"Nesoenas_picturatus",0.9995,5e-04
"Nesoenas_mayeri",0.61,0.39
"Macropygia_unchall",0.9995,5e-04
"Macropygia_rufipennis",0.9995,5e-04
"Macropygia_emiliana",0.9995,5e-04
"Macropygia_tenuirostris",0.9995,5e-04
"Macropygia_macassariensis",0.9995,5e-04
"Macropygia_magna",0.9995,5e-04
"Macropygia_timorlaoensis",0.9995,5e-04
"Macropygia_amboinensis",0.9995,5e-04
"Macropygia_phasianella",0.9995,5e-04
"Macropygia_ruficeps",0.9995,5e-04
"Macropygia_nigrirostris",0.9995,5e-04
"Macropygia_mackinlayi",0.9995,5e-04
"Turacoena_manadensis",0.9995,5e-04
"Turacoena_sulaensis",0.9995,5e-04
"Turacoena_modesta",0.98,0.02
"Reinwardtoena_reinwardti",0.9995,5e-04
"Reinwardtoena_browni",0.98,0.02
"Reinwardtoena_crassirostris",0.98,0.02
"Patagioenas_leucocephala",0.98,0.02
"Patagioenas_squamosa",0.9995,5e-04
"Patagioenas_speciosa",0.9995,5e-04
"Patagioenas_corensis",0.9995,5e-04
"Patagioenas_picazuro",0.9995,5e-04
"Patagioenas_maculosa",0.9995,5e-04
