"","survival_50","survival_500","survival_pessimistic"
"Lathrotriccus_griseipectus",1,1,1
"Cnemotriccus_fuscatus",1,1,1
"Ochthornis_littoralis",1,1,1
"Myiophobus_fasciatus",1,1,1
"Myiophobus_cryptoxanthus",1,1,1
"Lessonia_rufa",1,1,1
"Lessonia_oreas",1,1,1
"Knipolegus_aterrimus",1,1,1
"Knipolegus_hudsoni",1,1,1
"Knipolegus_signatus",1,1,1
"Knipolegus_cyanirostris",1,1,1
"Knipolegus_striaticeps",1,1,1
"Knipolegus_poecilocercus",1,1,1
"Knipolegus_nigerrimus",1,1,1
"Knipolegus_lophotes",1,1,1
"Knipolegus_franciscanus",1,1,1
"Knipolegus_orenocensis",1,1,1
"Knipolegus_poecilurus",1,1,1
"Hymenops_perspicillatus",1,1,1
"Cnemarchus_erythropygius",1,1,1
"Polioxolmis_rufipennis",1,1,1
"Agriornis_lividus",1,1,1
"Agriornis_albicauda",1,1,1
"Agriornis_murinus",1,1,1
"Agriornis_montanus",1,1,1
"Agriornis_micropterus",1,1,1
"Xolmis_coronatus",1,1,1
"Xolmis_cinereus",1,1,1
"Muscipipra_vetula",1,1,1
"Neoxolmis_rufiventris",1,1,1
"Xolmis_salinarum",1,1,1
"Xolmis_rubetra",1,1,1
"Xolmis_pyrope",1,1,1
"Myiotheretes_pernix",1,1,1
"Myiotheretes_fumigatus",1,1,1
"Myiotheretes_fuscorufus",1,1,1
"Myiotheretes_striaticollis",1,1,1
"Xolmis_dominicanus",1,1,1
"Xolmis_velatus",1,1,1
"Xolmis_irupero",1,1,1
"Muscisaxicola_fluviatilis",1,1,1
"Satrapa_icterophrys",1,1,1
"Muscisaxicola_maculirostris",1,1,1
"Muscisaxicola_frontalis",1,1,1
"Muscisaxicola_capistratus",1,1,1
"Muscisaxicola_alpinus",1,1,1
"Muscisaxicola_griseus",1,1,1
"Muscisaxicola_maclovianus",1,1,1
"Muscisaxicola_albilora",1,1,1
"Muscisaxicola_albifrons",1,1,1
"Muscisaxicola_rufivertex",1,1,1
"Muscisaxicola_juninensis",1,1,1
"Muscisaxicola_cinereus",1,1,1
"Muscisaxicola_flavinucha",1,1,1
"Fluvicola_nengeta",1,1,1
"Sublegatus_modestus",1,1,1
"Sublegatus_arenarum",1,1,1
"Sublegatus_obscurior",1,1,1
"Pyrocephalus_rubinus",1,1,1
"Fluvicola_pica",1,1,1
"Fluvicola_albiventer",1,1,1
"Alectrurus_tricolor",1,1,1
"Alectrurus_risora",1,1,1
"Gubernetes_yetapa",1,1,1
"Arundinicola_leucocephala",1,1,1
"Ochthoeca_piurae",1,1,1
"Silvicultrix_jelskii",1,1,1
"Ochthoeca_leucophrys",1,1,1
"Silvicultrix_pulchella",1,1,1
"Silvicultrix_frontalis",1,1,1
"Ochthoeca_fumicolor",1,1,1
"Silvicultrix_diadema",1,1,1
"Ochthoeca_thoracica",1,1,1
"Ochthoeca_nigrita",1,1,1
"Ochthoeca_rufipectoralis",1,1,1
"Ochthoeca_cinnamomeiventris",1,1,1
"Ochthoeca_oenanthoides",1,1,1
"Ochthoeca_salvini",1,1,1
"Colorhamphus_parvirostris",1,1,1
"Myiophobus_phoenicomitra",1,1,1
"Myiophobus_flavicans",1,1,1
"Myiophobus_roraimae",1,1,1
"Colonia_colonus",1,1,1
"Muscigralla_brevicauda",1,1,1
"Conopias_albovittatus",1,1,1
"Conopias_parvus",1,1,1
"Conopias_trivirgatus",1,1,1
"Conopias_cinchoneti",1,1,1
"Tachuris_rubrigastra",1,1,1
"Cnipodectes_subbrunneus",1,1,1
"Cnipodectes_superrufus",1,1,1
"Taeniotriccus_andrei",1,1,1
"Todirostrum_cinereum",1,1,1
"Todirostrum_poliocephalum",1,1,1
"Todirostrum_maculatum",1,1,1
"Todirostrum_pictum",1,1,1
"Todirostrum_viridanum",1,1,1
"Todirostrum_nigriceps",1,1,1
"Todirostrum_chrysocrotaphum",1,1,1
"Poecilotriccus_pulchellus",1,1,1
"Poecilotriccus_russatus",1,1,1
"Poecilotriccus_senex",1,1,1
"Poecilotriccus_fumifrons",1,1,1
"Poecilotriccus_ruficeps",1,1,1
"Poecilotriccus_albifacies",1,1,1
"Poecilotriccus_capitalis",1,1,1
"Poecilotriccus_sylvia",1,1,1
"Poecilotriccus_calopterus",1,1,1
"Poecilotriccus_plumbeiceps",1,1,1
"Poecilotriccus_luluae",1,1,1
"Poecilotriccus_latirostris",1,1,1
"Hemitriccus_minimus",1,1,1
"Hemitriccus_iohannis",1,1,1
"Hemitriccus_margaritaceiventer",1,1,1
"Hemitriccus_granadensis",1,1,1
"Hemitriccus_nidipendulus",1,1,1
"Hemitriccus_striaticollis",1,1,1
"Hemitriccus_rufigularis",1,1,1
"Hemitriccus_flammulatus",1,1,1
"Hemitriccus_minor",1,1,1
"Lophotriccus_vitiosus",1,1,1
"Lophotriccus_pileatus",1,1,1
"Lophotriccus_galeatus",1,1,1
"Lophotriccus_eulophotes",1,1,1
"Oncostoma_olivaceum",1,1,1
"Oncostoma_cinereigulare",1,1,1
"Atalotriccus_pilaris",1,1,1
"Hemitriccus_mirandae",1,1,1
"Hemitriccus_griseipectus",1,1,1
"Hemitriccus_zosterops",1,1,1
"Hemitriccus_kaempferi",1,1,1
"Hemitriccus_josephinae",1,1,1
"Hemitriccus_orbitatus",1,1,1
"Hemitriccus_inornatus",1,1,1
"Hemitriccus_spodiops",1,1,1
"Hemitriccus_furcatus",1,1,1
"Hemitriccus_cinnamomeipectus",1,1,1
"Hemitriccus_obsoletus",1,1,1
"Hemitriccus_diops",1,1,1
"Myiornis_auricularis",1,1,1
"Myiornis_atricapillus",1,1,1
"Myiornis_albiventris",1,1,1
"Myiornis_ecaudatus",1,1,1
"Tolmomyias_viridiceps",1,1,1
"Tolmomyias_sulphurescens",1,1,1
"Tolmomyias_poliocephalus",1,1,1
"Tolmomyias_flavotectus",1,1,1
"Tolmomyias_flaviventris",1,1,1
"Tolmomyias_traylori",1,1,1
"Tolmomyias_assimilis",1,1,1
"Rhynchocyclus_pacificus",1,1,1
"Rhynchocyclus_brevirostris",1,1,1
"Rhynchocyclus_olivaceus",1,1,1
"Rhynchocyclus_fulvipectus",1,1,1
"Corythopis_delalandi",1,1,1
"Corythopis_torquatus",1,1,1
"Pseudotriccus_simplex",1,1,1
"Pseudotriccus_ruficeps",1,1,1
"Pseudotriccus_pelzelni",1,1,1
"Phylloscartes_virescens",1,1,1
"Phylloscartes_sylviolus",1,1,1
"Pogonotriccus_eximius",1,1,1
"Pogonotriccus_lanyoni",1,1,1
"Pogonotriccus_poecilotis",1,1,1
"Phylloscartes_paulista",1,1,1
"Phylloscartes_flaviventris",1,1,1
"Phylloscartes_superciliaris",1,1,1
"Phylloscartes_ceciliae",1,1,1
"Pogonotriccus_orbitalis",1,1,1
"Phylloscartes_oustaleti",1,1,1
"Pogonotriccus_ophthalmicus",1,1,1
"Pogonotriccus_chapmani",1,1,1
"Pogonotriccus_venezuelanus",1,1,1
"Phylloscartes_gualaquizae",1,1,1
"Phylloscartes_beckeri",1,1,1
"Phylloscartes_roquettei",1,1,1
"Phylloscartes_ventralis",1,1,1
"Phylloscartes_nigrifrons",1,1,1
"Phylloscartes_kronei",1,1,1
"Phylloscartes_parkeri",1,1,1
"Phylloscartes_flavovirens",1,1,1
"Phylloscartes_difficilis",1,1,1
"Mionectes_striaticollis",1,1,1
"Mionectes_olivaceus",1,1,1
"Mionectes_oleagineus",1,1,1
"Mionectes_rufiventris",1,1,1
"Mionectes_macconnelli",1,1,1
"Leptopogon_rufipectus",1,1,1
"Leptopogon_amaurocephalus",1,1,1
"Leptopogon_taczanowskii",1,1,1
"Leptopogon_superciliaris",1,1,1
"Piprites_griseiceps",1,1,1
"Piprites_pileata",1,1,1
"Piprites_chloris",1,1,1
"Oxyruncus_cristatus",1,1,1
"Myiobius_villosus",1,1,1
"Myiobius_barbatus",1,1,1
"Myiobius_atricaudus",1,1,1
"Myiobius_sulphureipygius",1,1,1
"Terenotriccus_erythrurus",1,1,1
"Onychorhynchus_mexicanus",1,1,1
"Onychorhynchus_swainsoni",1,1,1
"Onychorhynchus_coronatus",1,1,1
"Onychorhynchus_occidentalis",1,1,1
"Pipreola_frontalis",1,1,1
"Pipreola_chlorolepidota",1,1,1
"Pipreola_pulchra",1,1,1
"Pipreola_riefferii",1,1,1
"Pipreola_lubomirskii",1,1,1
"Pipreola_whitelyi",1,1,1
"Pipreola_intermedia",1,1,1
"Pipreola_formosa",1,1,1
"Pipreola_arcuata",1,1,1
"Pipreola_aureopectus",1,1,1
"Pipreola_jucunda",1,1,1
"Ampelioides_tschudii",1,1,1
"Carpornis_cucullata",1,1,1
"Carpornis_melanocephala",1,1,1
"Snowornis_subalaris",1,1,1
"Snowornis_cryptolophus",1,1,1
"Perissocephalus_tricolor",1,1,1
"Pyroderus_scutatus",1,1,1
"Cephalopterus_penduliger",1,1,1
"Cephalopterus_ornatus",1,1,1
"Cephalopterus_glabricollis",1,1,1
"Querula_purpurata",1,1,1
"Haematoderus_militaris",1,1,1
"Cotinga_cotinga",1,1,1
"Cotinga_maculata",1,1,1
"Cotinga_maynana",1,1,1
"Cotinga_cayana",1,1,1
"Cotinga_amabilis",1,1,1
"Cotinga_ridgwayi",1,1,1
"Cotinga_nattererii",1,1,1
"Lipaugus_conditus",1,1,1
"Lipaugus_ater",1,1,1
"Lipaugus_uropygialis",1,1,1
"Lipaugus_weberi",1,1,1
"Lipaugus_unirufus",1,1,1
"Lipaugus_vociferans",1,1,1
"Lipaugus_streptophorus",1,1,1
"Lipaugus_fuscocinereus",1,1,1
"Lipaugus_lanioides",1,1,1
"Porphyrolaema_porphyrolaema",1,1,1
"Phibalura_flavirostris",1,1,1
"Xipholena_atropurpurea",1,1,1
"Xipholena_lamellipennis",1,1,1
"Xipholena_punicea",1,1,1
"Carpodectes_antoniae",1,1,1
"Carpodectes_nitidus",1,1,1
"Carpodectes_hopkei",1,1,1
"Conioptilon_mcilhennyi",1,1,1
"Gymnoderus_foetidus",1,1,1
"Procnias_albus",1,1,1
"Procnias_tricarunculatus",1,1,1
"Procnias_nudicollis",1,1,1
"Procnias_averano",1,1,1
"Phoenicircus_nigricollis",1,1,1
"Phoenicircus_carnifex",1,1,1
"Rupicola_rupicola",1,1,1
"Rupicola_peruvianus",1,1,1
"Calyptura_cristata",1,1,1
"Phytotoma_raimondii",1,1,1
"Phytotoma_rutila",1,1,1
"Phytotoma_rara",1,1,1
"Ampelion_rubrocristatus",1,1,1
"Ampelion_rufaxilla",1,1,1
"Doliornis_sclateri",1,1,1
"Doliornis_remseni",1,1,1
"Zaratornis_stresemanni",1,1,1
"Pseudopipra_pipra",1,1,1
"Machaeropterus_deliciosus",1,1,1
"Ceratopipra_erythrocephala",1,1,1
"Ceratopipra_mentalis",1,1,1
"Ceratopipra_cornuta",1,1,1
"Ceratopipra_rubrocapilla",1,1,1
"Ceratopipra_chloromeros",1,1,1
"Machaeropterus_pyrocephalus",1,1,1
"Machaeropterus_regulus",1,1,1
"Pipra_filicauda",1,1,1
"Pipra_fasciicauda",1,1,1
"Pipra_aureola",1,1,1
"Lepidothrix_isidorei",1,1,1
"Lepidothrix_serena",1,1,1
"Lepidothrix_nattereri",1,1,1
"Lepidothrix_coronata",1,1,1
"Lepidothrix_suavissima",1,1,1
"Lepidothrix_coeruleocapilla",1,1,1
"Lepidothrix_vilasboasi",1,1,1
"Lepidothrix_iris",1,1,1
"Manacus_manacus",1,1,1
"Manacus_vitellinus",1,1,1
"Manacus_candei",1,1,1
"Manacus_aurantiacus",1,1,1
"Heterocercus_linteatus",1,1,1
"Heterocercus_aurantiivertex",1,1,1
"Heterocercus_flavivertex",1,1,1
"Xenopipo_uniformis",1,1,1
"Xenopipo_atronitens",1,1,1
"Chloropipo_flavicapilla",1,1,1
"Chloropipo_unicolor",1,1,1
"Masius_chrysopterus",1,1,1
"Corapipo_gutturalis",1,1,1
"Corapipo_leucorrhoa",1,1,1
"Ilicura_militaris",1,1,1
"Chiroxiphia_caudata",1,1,1
"Chiroxiphia_boliviana",1,1,1
"Chiroxiphia_linearis",1,1,1
"Chiroxiphia_pareola",1,1,1
"Chiroxiphia_lanceolata",1,1,1
"Antilophia_galeata",1,1,1
"Antilophia_bokermanni",1,1,1
"Tyranneutes_virescens",1,1,1
"Tyranneutes_stolzmanni",1,1,1
"Neopelma_sulphureiventer",1,1,1
"Neopelma_chrysolophum",1,1,1
"Neopelma_pallescens",1,1,1
"Neopelma_aurifrons",1,1,1
"Neopelma_chrysocephalum",1,1,1
"Thamnistes_anabatinus",1,1,1
"Pygiptila_stellaris",1,1,1
"Myrmornis_torquata",1,1,1
"Thamnomanes_schistogynus",1,1,1
"Thamnomanes_caesius",1,1,1
"Thamnomanes_saturninus",1,1,1
"Thamnomanes_ardesiacus",1,1,1
"Isleria_hauxwelli",1,1,1
"Myrmotherula_luctuosa",1,1,1
"Megastictus_margaritatus",1,1,1
"Sakesphorus_canadensis",1,1,1
"Sakesphorus_luctuosus",1,1,1
"Sakesphorus_cristatus",1,1,1
"Thamnophilus_bridgesi",1,1,1
"Thamnophilus_atrinucha",1,1,1
"Biatas_nigropectus",1,1,1
"Thamnophilus_murinus",1,1,1
"Thamnophilus_schistaceus",1,1,1
"Thamnophilus_nigriceps",1,1,1
"Xenornis_setifrons",1,1,1
"Thamnophilus_praecox",1,1,1
"Thamnophilus_caerulescens",1,1,1
"Thamnophilus_unicolor",1,1,1
"Thamnophilus_aethiops",1,1,1
"Thamnophilus_aroyae",1,1,1
"Thamnophilus_stictocephalus",1,1,1
"Thamnophilus_punctatus",1,1,1
"Thamnophilus_sticturus",1,1,1
"Thamnophilus_pelzelni",1,1,1
"Thamnophilus_ambiguus",1,1,1
"Thamnophilus_nigrocinereus",1,1,1
"Thamnophilus_cryptoleucus",1,1,1
"Thamnophilus_melanothorax",1,1,1
"Thamnophilus_insignis",1,1,1
"Thamnophilus_amazonicus",1,1,1
"Thamnophilus_divisorius",1,1,1
"Thamnophilus_melanonotus",1,1,1
"Thamnophilus_doliatus",1,1,1
"Thamnophilus_palliatus",1,1,1
"Thamnophilus_tenuepunctatus",1,1,1
"Thamnophilus_multistriatus",1,1,1
"Thamnophilus_zarumae",1,1,1
"Thamnophilus_ruficapillus",1,1,1
"Thamnophilus_torquatus",1,1,1
"Dysithamnus_stictothorax",1,1,1
"Dysithamnus_puncticeps",1,1,1
"Dysithamnus_xanthopterus",1,1,1
"Dysithamnus_mentalis",1,1,1
"Dysithamnus_leucostictus",1,1,1
"Dysithamnus_striaticeps",1,1,1
"Dysithamnus_plumbeus",1,1,1
"Dysithamnus_occidentalis",1,1,1
"Herpsilochmus_axillaris",1,1,1
"Herpsilochmus_gentryi",1,1,1
"Herpsilochmus_sellowi",1,1,1
"Herpsilochmus_longirostris",1,1,1
"Herpsilochmus_rufimarginatus",1,1,1
"Herpsilochmus_sticturus",1,1,1
"Herpsilochmus_roraimae",1,1,1
"Herpsilochmus_stictocephalus",1,1,1
"Herpsilochmus_pileatus",1,1,1
"Herpsilochmus_dorsimaculatus",1,1,1
"Herpsilochmus_atricapillus",1,1,1
"Herpsilochmus_pectoralis",1,1,1
"Herpsilochmus_motacilloides",1,1,1
"Herpsilochmus_parkeri",1,1,1
"Herpsilochmus_dugandi",1,1,1
"Dichrozona_cincta",1,1,1
"Mackenziaena_leachii",1,1,1
"Mackenziaena_severa",1,1,1
"Frederickena_viridis",1,1,1
"Frederickena_unduliger",1,1,1
"Hypoedaleus_guttatus",1,1,1
"Batara_cinerea",1,1,1
"Taraba_major",1,1,1
"Cymbilaimus_lineatus",1,1,1
"Cymbilaimus_sanctaemariae",1,1,1
"Myrmelastes_humaythae",1,1,1
"Myrmelastes_saturatus",1,1,1
"Myrmelastes_brunneiceps",1,1,1
"Myrmelastes_schistaceus",1,1,1
"Myrmelastes_rufifacies",1,1,1
"Myrmelastes_hyperythrus",1,1,1
"Myrmelastes_caurensis",1,1,1
"Sclateria_naevia",1,1,1
"Myrmeciza_longipes",1,1,1
"Rhopornis_ardesiacus",1,1,1
"Pyriglena_atra",1,1,1
"Pyriglena_leucoptera",1,1,1
"Pyriglena_leuconota",1,1,1
"Hafferia_fortis",1,1,1
"Akletos_melanoceps",1,1,1
"Akletos_goeldii",1,1,1
"Gymnocichla_nudiceps",1,1,1
"Percnostola_rufifrons",1,1,1
"Percnostola_arenarum",1,1,1
"Myrmoborus_lophotes",1,1,1
"Myrmoborus_leucophrys",1,1,1
"Myrmoborus_lugubris",1,1,1
"Myrmoborus_myotherinus",1,1,1
"Myrmoborus_melanurus",1,1,1
"Ampelornis_griseiceps",1,1,1
"Sipia_berlepschi",1,1,1
"Sipia_nigricauda",1,1,1
"Myrmoderus_squamosus",1,1,1
"Myrmoderus_loricatus",1,1,1
"Myrmoderus_ferrugineus",1,1,1
"Hylophylax_punctulatus",1,1,1
"Hylophylax_naevioides",1,1,1
"Hylophylax_naevius",1,1,1
"Hypocnemoides_maculicauda",1,1,1
"Hypocnemoides_melanopogon",1,1,1
"Willisornis_poecilinotus",1,1,1
"Phlegopsis_erythroptera",1,1,1
"Phlegopsis_nigromaculata",1,1,1
"Phlegopsis_borbae",1,1,1
"Gymnopithys_leucaspis",1,1,1
"Gymnopithys_rufigula",1,1,1
"Oneillornis_salvini",1,1,1
"Oneillornis_lunulatus",1,1,1
"Rhegmatorhina_gymnops",1,1,1
"Rhegmatorhina_berlepschi",1,1,1
"Rhegmatorhina_hoffmannsi",1,1,1
"Rhegmatorhina_melanosticta",1,1,1
"Rhegmatorhina_cristata",1,1,1
"Phaenostictus_mcleannani",1,1,1
"Pithys_castaneus",1,1,1
"Pithys_albifrons",1,1,1
"Hypocnemis_cantator",1,1,1
"Hypocnemis_striata",1,1,1
"Hypocnemis_peruviana",1,1,1
"Hypocnemis_hypoxantha",1,1,1
"Hypocnemis_subflava",1,1,1
"Hypocnemis_ochrogyna",1,1,1
"Hypocnemis_flavescens",1,1,1
"Drymophila_squamata",1,1,1
"Drymophila_rubricollis",1,1,1
"Drymophila_ferruginea",1,1,1
"Drymophila_ochropyga",1,1,1
"Drymophila_malura",1,1,1
"Drymophila_genei",1,1,1
"Drymophila_devillei",1,1,1
"Drymophila_caudata",1,1,1
"Cercomacra_brasiliana",1,1,1
"Cercomacra_ferdinandi",1,1,1
"Cercomacra_melanaria",1,1,1
"Cercomacra_carbonaria",1,1,1
"Cercomacra_cinerascens",1,1,1
"Cercomacra_nigricans",1,1,1
"Cercomacra_manu",1,1,1
"Cercomacroides_serva",1,1,1
"Cercomacroides_parkeri",1,1,1
"Cercomacroides_laeta",1,1,1
"Sciaphylax_castanea",1,1,1
"Myrmotherula_cherriei",1,1,1
"Myrmochanes_hemileucus",1,1,1
"Myrmotherula_multostriata",1,1,1
"Myrmotherula_surinamensis",1,1,1
"Myrmotherula_pacifica",1,1,1
"Myrmotherula_sclateri",1,1,1
"Myrmotherula_ambigua",1,1,1
"Myrmotherula_brachyura",1,1,1
"Myrmotherula_ignota",1,1,1
"Rhopias_gularis",1,1,1
"Myrmotherula_longicauda",1,1,1
"Myrmotherula_klagesi",1,1,1
"Myrmotherula_schisticolor",1,1,1
"Myrmotherula_grisea",1,1,1
"Myrmotherula_behni",1,1,1
"Myrmotherula_iheringi",1,1,1
"Myrmotherula_longipennis",1,1,1
"Myrmotherula_axillaris",1,1,1
"Formicivora_erythronotos",1,1,1
"Formicivora_serrana",1,1,1
"Formicivora_melanogaster",1,1,1
"Formicivora_intermedia",1,1,1
"Formicivora_grisea",1,1,1
"Formicivora_rufa",1,1,1
"Formicivora_iheringi",1,1,1
"Myrmotherula_assimilis",1,1,1
"Isleria_guttata",1,1,1
"Myrmotherula_minor",1,1,1
"Myrmotherula_menetriesii",1,1,1
"Formicivora_acutirostris",1,1,1
"Ammonastes_pelzelni",1,1,1
"Myrmophylax_atrothorax",1,1,1
"Clytoctantes_alixii",1,1,1
"Clytoctantes_atrogularis",1,1,1
"Myrmoderus_ruficauda",1,1,1
"Microrhopias_quixensis",1,1,1
"Aprositornis_disjuncta",1,1,1
"Myrmotherula_sunensis",1,1,1
"Myrmotherula_urosticta",1,1,1
"Myrmorchilus_strigilatus",1,1,1
"Epinecrophylla_ornata",1,1,1
"Myrmotherula_unicolor",1,1,1
"Epinecrophylla_spodionota",1,1,1
"Epinecrophylla_haematonota",1,1,1
"Epinecrophylla_gutturalis",1,1,1
"Epinecrophylla_erythrura",1,1,1
"Epinecrophylla_leucophthalma",1,1,1
"Epinecrophylla_fulviventris",1,1,1
"Neoctantes_niger",1,1,1
"Myrmotherula_snowi",1,1,1
"Euchrepomis_spodioptila",1,1,1
"Terenura_maculata",1,1,1
"Euchrepomis_sharpei",1,1,1
"Euchrepomis_callinota",1,1,1
"Euchrepomis_humeralis",1,1,1
"Terenura_sicki",1,1,1
"Pittasoma_rufopileatum",1,1,1
"Pittasoma_michleri",1,1,1
"Conopophaga_lineata",1,1,1
"Conopophaga_roberti",1,1,1
"Conopophaga_melanogaster",1,1,1
"Conopophaga_peruviana",1,1,1
"Conopophaga_castaneiceps",1,1,1
"Conopophaga_aurita",1,1,1
"Conopophaga_cearae",1,1,1
"Conopophaga_ardesiaca",1,1,1
"Conopophaga_melanops",1,1,1
"Melanopareia_maranonica",1,1,1
"Melanopareia_elegans",1,1,1
"Melanopareia_maximiliani",1,1,1
"Melanopareia_torquata",1,1,1
"Xenops_rutilus",1,1,1
"Xenops_minutus",1,1,1
"Xenops_tenuirostris",1,1,1
"Microxenops_milleri",1,1,1
"Ochetorhynchus_andaecola",1,1,1
"Ochetorhynchus_melanurus",1,1,1
"Ochetorhynchus_ruficaudus",1,1,1
"Ochetorhynchus_phoenicurus",1,1,1
"Pygarrhichas_albogularis",1,1,1
"Berlepschia_rikeri",1,1,1
"Furnarius_figulus",1,1,1
"Furnarius_torridus",1,1,1
"Furnarius_leucopus",1,1,1
"Furnarius_minor",1,1,1
"Furnarius_longirostris",1,1,1
"Furnarius_rufus",1,1,1
"Furnarius_cinnamomeus",1,1,1
"Furnarius_cristatus",1,1,1
"Cinclodes_excelsior",1,1,1
"Cinclodes_aricomae",1,1,1
"Cinclodes_patagonicus",1,1,1
"Cinclodes_taczanowskii",1,1,1
"Cinclodes_nigrofumosus",1,1,1
"Cinclodes_albiventris",1,1,1
"Cinclodes_atacamensis",1,1,1
"Cinclodes_palliatus",1,1,1
"Cinclodes_albidiventris",1,1,1
"Cinclodes_comechingonus",1,1,1
"Cinclodes_oustaleti",1,1,1
"Cinclodes_olrogi",1,1,1
"Cinclodes_fuscus",1,1,1
"Cinclodes_antarcticus",1,1,1
"Cinclodes_pabsti",1,1,1
"Upucerthia_validirostris",1,1,1
"Upucerthia_saturatior",1,1,1
"Upucerthia_dumetaria",1,1,1
"Upucerthia_albigula",1,1,1
"Geocerthia_serrana",1,1,1
"Phleocryptes_melanops",1,1,1
"Limnornis_curvirostris",1,1,1
"Lochmias_nematura",1,1,1
"Tarphonomus_certhioides",1,1,1
"Tarphonomus_harterti",1,1,1
"Premnornis_guttuliger",1,1,1
"Pseudocolaptes_boissonneauii",1,1,1
"Pseudocolaptes_lawrencii",1,1,1
"Pseudocolaptes_johnsoni",1,1,1
"Leptasthenura_striolata",1,1,1
"Leptasthenura_striata",1,1,1
"Leptasthenura_aegithaloides",1,1,1
"Leptasthenura_fuliginiceps",1,1,1
"Leptasthenura_setaria",1,1,1
"Leptasthenura_pileata",1,1,1
"Leptasthenura_platensis",1,1,1
"Sylviorthorhynchus_yanacensis",1,1,1
"Leptasthenura_andicola",1,1,1
"Leptasthenura_xenothorax",1,1,1
"Sylviorthorhynchus_desmurii",1,1,1
"Hellmayrea_gularis",1,1,1
"Coryphistera_alaudina",1,1,1
"Anumbius_annumbi",1,1,1
"Siptornis_striaticollis",1,1,1
"Roraimia_adusta",1,1,1
"Thripophaga_fusciceps",1,1,1
"Cranioleuca_berlepschi",1,1,1
"Thripophaga_cherriei",1,1,1
"Thripophaga_macroura",1,1,1
"Cranioleuca_sulphurifera",1,1,1
"Limnoctites_rectirostris",1,1,1
"Cranioleuca_dissita",1,1,1
"Thripophaga_gutturata",1,1,1
"Cranioleuca_pallida",1,1,1
"Cranioleuca_erythrops",1,1,1
"Cranioleuca_subcristata",1,1,1
"Cranioleuca_baroni",1,1,1
"Cranioleuca_curtata",1,1,1
"Cranioleuca_antisiensis",1,1,1
"Cranioleuca_muelleri",1,1,1
"Cranioleuca_demissa",1,1,1
"Cranioleuca_vulpina",1,1,1
"Cranioleuca_pyrrhophia",1,1,1
"Cranioleuca_henricae",1,1,1
"Cranioleuca_obsoleta",1,1,1
"Cranioleuca_hellmayri",1,1,1
"Cranioleuca_albicapilla",1,1,1
"Cranioleuca_vulpecula",1,1,1
"Cranioleuca_semicinerea",1,1,1
"Cranioleuca_albiceps",1,1,1
"Cranioleuca_marcapatae",1,1,1
"Metopothrix_aurantiaca",1,1,1
"Xenerpestes_minlosi",1,1,1
"Xenerpestes_singularis",1,1,1
"Acrobatornis_fonsecai",1,1,1
"Spartonoica_maluroides",1,1,1
"Pseudoseisura_cristata",1,1,1
"Pseudoseisura_gutturalis",1,1,1
"Pseudoseisura_unirufa",1,1,1
"Pseudoseisura_lophotes",1,1,1
"Pseudasthenes_cactorum",1,1,1
"Pseudasthenes_humicola",1,1,1
"Asthenes_luizae",1,1,1
"Synallaxis_hypochondriaca",1,1,1
"Pseudasthenes_patagonica",1,1,1
"Pseudasthenes_steinbachi",1,1,1
"Synallaxis_cherriei",1,1,1
"Synallaxis_cinerascens",1,1,1
"Synallaxis_kollari",1,1,1
"Synallaxis_maranonica",1,1,1
"Synallaxis_courseni",1,1,1
"Synallaxis_albilora",1,1,1
"Synallaxis_macconnelli",1,1,1
"Synallaxis_castanea",1,1,1
"Synallaxis_infuscata",1,1,1
"Synallaxis_cabanisi",1,1,1
"Synallaxis_albigularis",1,1,1
"Synallaxis_zimmeri",1,1,1
"Synallaxis_hellmayri",1,1,1
"Synallaxis_tithys",1,1,1
"Synallaxis_spixi",1,1,1
"Synallaxis_stictothorax",1,1,1
"Synallaxis_albescens",1,1,1
"Synallaxis_frontalis",1,1,1
"Synallaxis_azarae",1,1,1
"Synallaxis_gujanensis",1,1,1
"Certhiaxis_cinnamomeus",1,1,1
"Certhiaxis_mustelinus",1,1,1
"Schoeniophylax_phryganophilus",1,1,1
"Synallaxis_brachyura",1,1,1
"Synallaxis_scutata",1,1,1
"Synallaxis_ruficapilla",1,1,1
"Synallaxis_cinerea",1,1,1
"Synallaxis_erythrothorax",1,1,1
"Synallaxis_candei",1,1,1
"Synallaxis_moesta",1,1,1
"Synallaxis_hypospodia",1,1,1
"Mazaria_propinqua",1,1,1
"Synallaxis_rutilans",1,1,1
"Synallaxis_cinnamomea",1,1,1
"Synallaxis_subpudica",1,1,1
"Synallaxis_fuscorufa",1,1,1
"Synallaxis_unirufa",1,1,1
"Asthenes_pyrrholeuca",1,1,1
"Asthenes_ottonis",1,1,1
"Asthenes_pudibunda",1,1,1
"Asthenes_moreirae",1,1,1
"Asthenes_helleri",1,1,1
"Asthenes_harterti",1,1,1
"Asthenes_perijana",1,1,1
"Asthenes_palpebralis",1,1,1
"Asthenes_griseomurina",1,1,1
"Asthenes_fuliginosa",1,1,1
"Asthenes_coryi",1,1,1
"Asthenes_flammulata",1,1,1
"Asthenes_anthoides",1,1,1
"Asthenes_wyatti",1,1,1
"Asthenes_modesta",1,1,1
"Asthenes_urubambensis",1,1,1
"Asthenes_maculicauda",1,1,1
"Asthenes_hudsoni",1,1,1
"Asthenes_heterura",1,1,1
"Asthenes_humilis",1,1,1
"Asthenes_virgata",1,1,1
"Asthenes_arequipae",1,1,1
