"species","survival","extinction"
"Dendrolagus_scottae",0.03,0.97
"Dendrolagus_spadix",0.95,0.05
"Dendrolagus_stellarum",0.95,0.05
"Dendrolagus_ursinus",0.95,0.05
"Dendromus_insignis",0.99995,5e-05
"Dendromus_kahuziensis",0.03,0.97
"Dendromus_lachaisei",0.996,0.004
"Dendromus_leucostomus",0.996,0.004
"Dendromus_lovati",0.99995,5e-05
"Dendromus_melanotis",0.99995,5e-05
"Dendromus_mesomelas",0.99995,5e-05
"Dendromus_messorius",0.99995,5e-05
"Dendromus_mystacalis",0.99995,5e-05
"Dendromus_nyasae",0.99995,5e-05
"Dendromus_nyikae",0.99995,5e-05
"Dendromus_oreas",0.99995,5e-05
"Dendromus_ruppi",0.996,0.004
"Dendromus_vernayi",0.996,0.004
"Dendroprionomys_rousseloti",0.996,0.004
"Deomys_ferrugineus",0.99995,5e-05
"Dephomys_defua",0.99995,5e-05
"Dephomys_eburneae",0.996,0.004
"Dermanura_anderseni",0.99995,5e-05
"Dermanura_azteca",0.99995,5e-05
"Dermanura_bogotensis",0.99995,5e-05
"Dermanura_cinerea",0.99995,5e-05
"Dermanura_glauca",0.99995,5e-05
"Dermanura_gnoma",0.99995,5e-05
"Dermanura_incomitatus",0.996,0.004
"Dermanura_phaeotis",0.99995,5e-05
"Dermanura_rava",0.99995,5e-05
"Dermanura_rosenbergii",0.996,0.004
"Dermanura_tolteca",0.99995,5e-05
"Dermanura_watsoni",0.99995,5e-05
"Desmalopex_leucopterus",0.99995,5e-05
"Desmalopex_microleucopterus",0.58,0.42
"Desmana_moschata",0.58,0.42
"Desmodilliscus_braueri",0.99995,5e-05
"Desmodillus_auricularis",0.99995,5e-05
"Desmodus_rotundus",0.99995,5e-05
"Desmomys_harringtoni",0.99995,5e-05
"Desmomys_yaldeni",0.95,0.05
"Diaemus_youngi",0.99995,5e-05
"Dicerorhinus_sumatrensis",0.03,0.97
"Diceros_bicornis",0.03,0.97
"Diclidurus_albus",0.99995,5e-05
"Diclidurus_ingens",0.996,0.004
"Diclidurus_isabellus",0.99995,5e-05
"Diclidurus_scutatus",0.99995,5e-05
"Dicrostonyx_groenlandicus",0.99995,5e-05
"Dicrostonyx_hudsonius",0.99995,5e-05
"Dicrostonyx_nelsoni",0.99995,5e-05
"Dicrostonyx_nunatakensis",0.99995,5e-05
"Dicrostonyx_richardsoni",0.99995,5e-05
"Dicrostonyx_torquatus",0.99995,5e-05
"Dicrostonyx_unalascensis",0.996,0.004
"Dicrostonyx_vinogradovi",0.996,0.004
"Didelphis_albiventris",0.99995,5e-05
"Didelphis_aurita",0.99995,5e-05
"Didelphis_imperfecta",0.99995,5e-05
"Didelphis_marsupialis",0.99995,5e-05
"Didelphis_pernigra",0.99995,5e-05
"Didelphis_virginiana",0.99995,5e-05
"Dinaromys_bogdanovi",0.95,0.05
"Dinomys_branickii",0.99995,5e-05
"Diomys_crumpi",0.996,0.004
"Diphylla_ecaudata",0.99995,5e-05
"Diplogale_hosei",0.95,0.05
"Diplomesodon_pulchellum",0.99995,5e-05
"Diplomys_caniceps",0.996,0.004
"Diplomys_labilis",0.99995,5e-05
"Diplothrix_legata",0.58,0.42
"Dipodomys_agilis",0.99995,5e-05
"Dipodomys_californicus",0.99995,5e-05
"Dipodomys_compactus",0.99995,5e-05
"Dipodomys_deserti",0.99995,5e-05
"Dipodomys_elator",0.95,0.05
"Dipodomys_gravipes",0.03,0.97
"Dipodomys_heermanni",0.99995,5e-05
"Dipodomys_ingens",0.58,0.42
"Dipodomys_merriami",0.99995,5e-05
"Dipodomys_microps",0.99995,5e-05
"Dipodomys_nelsoni",0.99995,5e-05
"Dipodomys_nitratoides",0.95,0.05
"Dipodomys_ordii",0.99995,5e-05
"Dipodomys_ornatus",0.99995,5e-05
"Dipodomys_panamintinus",0.99995,5e-05
"Dipodomys_phillipsii",0.99995,5e-05
"Dipodomys_simulans",0.99995,5e-05
"Dipodomys_spectabilis",0.996,0.004
"Dipodomys_stephensi",0.95,0.05
"Dipodomys_venustus",0.99995,5e-05
"Dipus_sagitta",0.99995,5e-05
"Distoechurus_pennatus",0.99995,5e-05
"Dobsonia_anderseni",0.99995,5e-05
"Dobsonia_beauforti",0.99995,5e-05
"Dobsonia_chapmani",0.03,0.97
"Dobsonia_crenulata",0.99995,5e-05
"Dobsonia_emersa",0.95,0.05
"Dobsonia_exoleta",0.99995,5e-05
"Dobsonia_inermis",0.99995,5e-05
"Dobsonia_minor",0.99995,5e-05
"Dobsonia_moluccensis",0.99995,5e-05
"Dobsonia_pannietensis",0.996,0.004
"Dobsonia_peronii",0.99995,5e-05
"Dobsonia_praedatrix",0.99995,5e-05
"Dobsonia_viridis",0.99995,5e-05
"Dolichotis_patagonum",0.996,0.004
"Dolichotis_salinicola",0.99995,5e-05
"Dologale_dybowskii",0.996,0.004
"Dorcatragus_megalotis",0.95,0.05
"Dorcopsis_atrata",0.03,0.97
"Dorcopsis_hageni",0.99995,5e-05
"Dorcopsis_luctuosa",0.95,0.05
"Dorcopsis_muelleri",0.99995,5e-05
"Dorcopsulus_macleayi",0.99995,5e-05
"Dorcopsulus_vanheurni",0.996,0.004
"Doryrhina_cyclops",0.99995,5e-05
"Dremomys_gularis",0.996,0.004
"Dremomys_lokriah",0.99995,5e-05
"Dremomys_pernyi",0.99995,5e-05
"Dremomys_pyrrhomerus",0.99995,5e-05
"Dremomys_rufigenis",0.99995,5e-05
"Dromiciops_bozinovici",0.996,0.004
"Dromiciops_gliroides",0.996,0.004
"Dromiciops_mondaca",0.996,0.004
"Dryadonycteris_capixaba",0.996,0.004
"Drymoreomys_albimaculatus",0.996,0.004
"Dryomys_laniger",0.996,0.004
"Dryomys_niethammeri",0.95,0.05
"Dryomys_nitedula",0.99995,5e-05
"Dugong_dugon",0.95,0.05
"Dyacopterus_brooksi",0.95,0.05
"Dyacopterus_rickarti",0.996,0.004
"Dyacopterus_spadiceus",0.996,0.004
"Dymecodon_pilirostris",0.99995,5e-05
"Echimys_chrysurus",0.99995,5e-05
"Echimys_saturnus",0.996,0.004
"Echimys_vieirai",0.996,0.004
"Echinops_telfairi",0.99995,5e-05
"Echinosorex_gymnura",0.99995,5e-05
"Echiothrix_centrosa",0.95,0.05
"Echiothrix_leucura",0.58,0.42
"Echymipera_clara",0.99995,5e-05
"Echymipera_davidi",0.58,0.42
"Echymipera_echinista",0.996,0.004
"Echymipera_kalubu",0.99995,5e-05
"Echymipera_rufescens",0.99995,5e-05
"Ectophylla_alba",0.996,0.004
"Eidolon_dupreanum",0.95,0.05
"Eidolon_helvum",0.996,0.004
"Eira_barbara",0.99995,5e-05
"Elaphodus_cephalophus",0.996,0.004
"Elaphurus_davidianus",0.03,0.97
"Elephantulus_brachyrhynchus",0.99995,5e-05
"Elephantulus_edwardii",0.99995,5e-05
"Elephantulus_fuscipes",0.996,0.004
"Elephantulus_fuscus",0.996,0.004
"Elephantulus_intufi",0.99995,5e-05
"Elephantulus_myurus",0.99995,5e-05
"Elephantulus_pilicaudus",0.996,0.004
"Elephantulus_revoili",0.996,0.004
"Elephantulus_rufescens",0.99995,5e-05
"Elephantulus_rupestris",0.99995,5e-05
"Elephas_maximus",0.58,0.42
"Eligmodontia_bolsonensis",0.996,0.004
"Eligmodontia_dunaris",0.996,0.004
"Eligmodontia_hirtipes",0.996,0.004
"Eligmodontia_moreni",0.99995,5e-05
"Eligmodontia_morgani",0.99995,5e-05
"Eligmodontia_puerulus",0.99995,5e-05
"Eligmodontia_typus",0.99995,5e-05
"Eliomys_melanurus",0.99995,5e-05
"Eliomys_munbyanus",0.99995,5e-05
"Eliomys_quercinus",0.996,0.004
"Eliurus_antsingy",0.996,0.004
"Eliurus_carletoni",0.99995,5e-05
"Eliurus_danieli",0.99995,5e-05
"Eliurus_ellermani",0.996,0.004
"Eliurus_grandidieri",0.99995,5e-05
"Eliurus_majori",0.99995,5e-05
"Eliurus_minor",0.99995,5e-05
"Eliurus_myoxinus",0.99995,5e-05
"Eliurus_penicillatus",0.58,0.42
"Eliurus_petteri",0.58,0.42
"Eliurus_tanala",0.99995,5e-05
"Eliurus_webbi",0.99995,5e-05
"Ellobius_alaicus",0.996,0.004
"Ellobius_fuscocapillus",0.99995,5e-05
"Ellobius_lutescens",0.99995,5e-05
"Ellobius_talpinus",0.99995,5e-05
"Ellobius_tancrei",0.99995,5e-05
"Emballonura_alecto",0.99995,5e-05
"Emballonura_beccarii",0.99995,5e-05
"Emballonura_dianae",0.99995,5e-05
"Emballonura_furax",0.99995,5e-05
"Emballonura_monticola",0.99995,5e-05
"Emballonura_raffrayana",0.99995,5e-05
"Emballonura_semicaudata",0.58,0.42
"Emballonura_serii",0.95,0.05
"Enchisthenes_hartii",0.99995,5e-05
"Enhydra_lutris",0.58,0.42
"Eoglaucomys_fimbriatus",0.99995,5e-05
"Eolagurus_luteus",0.99995,5e-05
"Eolagurus_przewalskii",0.99995,5e-05
"Eonycteris_major",0.996,0.004
"Eonycteris_robusta",0.996,0.004
"Eonycteris_spelaea",0.99995,5e-05
"Eospalax_baileyi",0.996,0.004
"Eospalax_cansus",0.996,0.004
"Eospalax_fontanierii",0.99995,5e-05
"Eospalax_rothschildi",0.99995,5e-05
"Eospalax_rufescens",0.996,0.004
"Eospalax_smithii",0.99995,5e-05
"Eothenomys_chinensis",0.99995,5e-05
"Eothenomys_custos",0.99995,5e-05
"Eothenomys_eleusis",0.996,0.004
"Eothenomys_hintoni",0.996,0.004
"Eothenomys_melanogaster",0.99995,5e-05
"Eothenomys_miletus",0.99995,5e-05
"Eothenomys_olitor",0.99995,5e-05
"Eothenomys_proditor",0.996,0.004
"Eothenomys_tarquinius",0.996,0.004
"Eothenomys_wardi",0.996,0.004
"Eozapus_setchuanus",0.99995,5e-05
"Episoriculus_baileyi",0.996,0.004
"Episoriculus_caudatus",0.99995,5e-05
"Episoriculus_fumidus",0.99995,5e-05
"Episoriculus_leucops",0.99995,5e-05
"Episoriculus_macrurus",0.99995,5e-05
"Episoriculus_sacratus",0.996,0.004
"Epixerus_ebii",0.99995,5e-05
"Epomophorus_angolensis",0.996,0.004
"Epomophorus_anselli",0.996,0.004
"Epomophorus_crypturus",0.99995,5e-05
"Epomophorus_dobsonii",0.99995,5e-05
"Epomophorus_gambianus",0.99995,5e-05
"Epomophorus_grandis",0.996,0.004
"Epomophorus_labiatus",0.99995,5e-05
"Epomophorus_minimus",0.99995,5e-05
"Epomophorus_minor",0.99995,5e-05
"Epomophorus_wahlbergi",0.99995,5e-05
"Epomops_buettikoferi",0.99995,5e-05
"Epomops_franqueti",0.99995,5e-05
"Eptesicus_anatolicus",0.996,0.004
"Eptesicus_andinus",0.99995,5e-05
"Eptesicus_bottae",0.99995,5e-05
"Eptesicus_brasiliensis",0.99995,5e-05
"Eptesicus_chiriquinus",0.99995,5e-05
"Eptesicus_diminutus",0.99995,5e-05
"Eptesicus_dimissus",0.996,0.004
"Eptesicus_floweri",0.99995,5e-05
"Eptesicus_furinalis",0.99995,5e-05
"Eptesicus_fuscus",0.99995,5e-05
"Eptesicus_gobiensis",0.99995,5e-05
"Eptesicus_guadeloupensis",0.58,0.42
"Eptesicus_hottentotus",0.99995,5e-05
"Eptesicus_innoxius",0.996,0.004
"Eptesicus_isabellinus",0.99995,5e-05
"Eptesicus_japonensis",0.58,0.42
"Eptesicus_kobayashii",0.996,0.004
"Eptesicus_lobatus",0.996,0.004
"Eptesicus_lynni",0.996,0.004
"Eptesicus_nilssonii",0.99995,5e-05
"Eptesicus_ognevi",0.996,0.004
"Eptesicus_pachyomus",0.99995,5e-05
"Eptesicus_pachyotis",0.99995,5e-05
"Eptesicus_platyops",0.996,0.004
"Eptesicus_serotinus",0.99995,5e-05
"Eptesicus_taddeii",0.996,0.004
"Eptesicus_tatei",0.996,0.004
"Equus_africanus",0.03,0.97
"Equus_asinus",0.996,0.004
"Equus_caballus",0.996,0.004
"Equus_ferus",0.58,0.42
"Equus_grevyi",0.58,0.42
"Equus_hemionus",0.996,0.004
"Equus_kiang",0.99995,5e-05
"Equus_quagga",0.996,0.004
"Equus_zebra",0.95,0.05
"Eremitalpa_granti",0.99995,5e-05
"Eremodipus_lichtensteini",0.99995,5e-05
"Eremoryzomys_mesocaudis",0.996,0.004
"Eremoryzomys_polius",0.996,0.004
"Erethizon_dorsatum",0.99995,5e-05
"Erignathus_barbatus",0.99995,5e-05
"Erinaceus_amurensis",0.99995,5e-05
"Erinaceus_concolor",0.99995,5e-05
"Erinaceus_europaeus",0.99995,5e-05
"Erinaceus_roumanicus",0.99995,5e-05
"Eropeplus_canus",0.95,0.05
"Erophylla_bombifrons",0.99995,5e-05
"Erophylla_sezekorni",0.99995,5e-05
"Erythrocebus_patas",0.99995,5e-05
"Eschrichtius_robustus",0.99995,5e-05
"Eubalaena_australis",0.99995,5e-05
"Eubalaena_glacialis",0.58,0.42
"Eubalaena_japonica",0.58,0.42
"Euchoreutes_naso",0.99995,5e-05
"Euderma_maculatum",0.99995,5e-05
"Eudiscoderma_thongareeae",0.03,0.97
"Eudiscopus_denticulus",0.99995,5e-05
"Eudorcas_albonotata",0.99995,5e-05
"Eudorcas_rufifrons",0.95,0.05
"Eudorcas_rufina",0.996,0.004
"Eudorcas_thomsonii",0.99995,5e-05
"Eudorcas_tilonura",0.58,0.42
"Eulemur_albifrons",0.58,0.42
"Eulemur_cinereiceps",0.03,0.97
"Eulemur_collaris",0.58,0.42
"Eulemur_coronatus",0.58,0.42
"Eulemur_flavifrons",0.03,0.97
"Eulemur_fulvus",0.996,0.004
"Eulemur_macaco",0.95,0.05
"Eulemur_mongoz",0.03,0.97
"Eulemur_rubriventer",0.95,0.05
"Eulemur_rufifrons",0.996,0.004
"Eulemur_rufus",0.95,0.05
"Eulemur_sanfordi",0.58,0.42
"Eumetopias_jubatus",0.996,0.004
"Eumops_auripendulus",0.99995,5e-05
"Eumops_bonariensis",0.99995,5e-05
"Eumops_chimaera",0.996,0.004
"Eumops_chiribaya",0.996,0.004
"Eumops_dabbenei",0.99995,5e-05
"Eumops_delticus",0.996,0.004
"Eumops_ferox",0.99995,5e-05
"Eumops_floridanus",0.95,0.05
"Eumops_glaucinus",0.99995,5e-05
"Eumops_hansae",0.99995,5e-05
"Eumops_maurus",0.996,0.004
"Eumops_nanus",0.99995,5e-05
"Eumops_patagonicus",0.99995,5e-05
"Eumops_perotis",0.99995,5e-05
"Eumops_trumbulli",0.99995,5e-05
"Eumops_underwoodi",0.99995,5e-05
"Eumops_wilsoni",0.996,0.004
"Euneomys_chinchilloides",0.996,0.004
"Euneomys_fossor",0.996,0.004
"Euneomys_mordax",0.99995,5e-05
"Euneomys_petersoni",0.99995,5e-05
"Euoticus_elegantulus",0.99995,5e-05
"Euoticus_pallidus",0.99995,5e-05
"Eupetaurus_cinereus",0.58,0.42
"Euphractus_sexcinctus",0.99995,5e-05
"Eupleres_goudotii",0.95,0.05
"Eupleres_major",0.58,0.42
"Euroscaptor_grandis",0.99995,5e-05
"Euroscaptor_klossi",0.99995,5e-05
"Euroscaptor_kuznetsovi",0.996,0.004
"Euroscaptor_longirostris",0.99995,5e-05
"Euroscaptor_malayana",0.996,0.004
"Euroscaptor_micrura",0.99995,5e-05
"Euroscaptor_orlovi",0.996,0.004
"Euroscaptor_parvidens",0.996,0.004
"Euroscaptor_subanura",0.996,0.004
"Euryoryzomys_emmonsae",0.996,0.004
"Euryoryzomys_lamia",0.95,0.05
"Euryoryzomys_legatus",0.99995,5e-05
"Euryoryzomys_macconnelli",0.99995,5e-05
"Euryoryzomys_nitidus",0.99995,5e-05
"Euryoryzomys_russatus",0.99995,5e-05
"Euryzygomatomys_spinosus",0.99995,5e-05
"Eutamias_sibiricus",0.99995,5e-05
"Euxerus_erythropus",0.99995,5e-05
"Exilisciurus_concinnus",0.99995,5e-05
"Exilisciurus_exilis",0.996,0.004
"Exilisciurus_whiteheadi",0.99995,5e-05
"Falsistrellus_affinis",0.99995,5e-05
"Falsistrellus_mackenziei",0.996,0.004
"Falsistrellus_mordax",0.996,0.004
"Falsistrellus_petersi",0.996,0.004
"Falsistrellus_tasmaniensis",0.99995,5e-05
"Felis_bieti",0.95,0.05
"Felis_catus",0.996,0.004
"Felis_chaus",0.99995,5e-05
"Felis_lybicus",0.996,0.004
"Felis_margarita",0.99995,5e-05
"Felis_nigripes",0.95,0.05
"Felis_silvestris",0.99995,5e-05
"Felovia_vae",0.99995,5e-05
"Feresa_attenuata",0.99995,5e-05
"Feroculus_feroculus",0.58,0.42
"Fossa_fossana",0.95,0.05
"Fukomys_amatus",0.996,0.004
"Fukomys_anselli",0.996,0.004
"Fukomys_bocagei",0.99995,5e-05
"Fukomys_damarensis",0.99995,5e-05
"Fukomys_darlingi",0.99995,5e-05
"Fukomys_foxi",0.996,0.004
"Fukomys_hanangensis",0.996,0.004
"Fukomys_ilariae",0.996,0.004
"Fukomys_kafuensis",0.95,0.05
"Fukomys_livingstoni",0.996,0.004
"Fukomys_mechowii",0.99995,5e-05
"Fukomys_micklemi",0.996,0.004
"Fukomys_ochraceocinereus",0.99995,5e-05
"Fukomys_vandewoestijneae",0.996,0.004
"Fukomys_whytei",0.996,0.004
"Fukomys_zechi",0.99995,5e-05
"Funambulus_layardi",0.95,0.05
"Funambulus_palmarum",0.99995,5e-05
"Funambulus_pennantii",0.99995,5e-05
"Funambulus_sublineatus",0.95,0.05
"Funambulus_tristriatus",0.99995,5e-05
"Funisciurus_anerythrus",0.99995,5e-05
"Funisciurus_bayonii",0.996,0.004
"Funisciurus_carruthersi",0.99995,5e-05
"Funisciurus_congicus",0.99995,5e-05
"Funisciurus_duchaillui",0.996,0.004
"Funisciurus_isabella",0.99995,5e-05
"Funisciurus_lemniscatus",0.99995,5e-05
"Funisciurus_leucogenys",0.99995,5e-05
"Funisciurus_pyrropus",0.99995,5e-05
"Funisciurus_substriatus",0.996,0.004
"Furipterus_horrens",0.99995,5e-05
"Galago_gallarum",0.99995,5e-05
"Galago_matschiei",0.99995,5e-05
"Galago_moholi",0.99995,5e-05
"Galago_senegalensis",0.99995,5e-05
"Galagoides_demidovii",0.99995,5e-05
"Galagoides_kumbirensis",0.996,0.004
"Galagoides_thomasi",0.99995,5e-05
"Galea_comes",0.996,0.004
"Galea_flavidens",0.99995,5e-05
"Galea_leucoblephara",0.99995,5e-05
"Galea_musteloides",0.996,0.004
"Galea_spixii",0.99995,5e-05
"Galemys_pyrenaicus",0.95,0.05
"Galenomys_garleppi",0.996,0.004
"Galeopterus_variegatus",0.99995,5e-05
"Galerella_flavescens",0.99995,5e-05
"Galerella_nigrata",0.996,0.004
"Galerella_ochracea",0.99995,5e-05
"Galerella_pulverulenta",0.99995,5e-05
"Galerella_sanguinea",0.99995,5e-05
"Galictis_cuja",0.99995,5e-05
"Galictis_vittata",0.99995,5e-05
"Galidia_elegans",0.99995,5e-05
"Galidictis_fasciata",0.95,0.05
"Galidictis_grandidieri",0.58,0.42
"Gardnerycteris_crenulatum",0.99995,5e-05
"Gardnerycteris_koepckeae",0.996,0.004
"Gazella_arabica",0.95,0.05
"Gazella_bennettii",0.99995,5e-05
"Gazella_cuvieri",0.95,0.05
"Gazella_dorcas",0.95,0.05
"Gazella_gazella",0.58,0.42
"Gazella_leptoceros",0.58,0.42
"Gazella_marica",0.95,0.05
"Gazella_spekei",0.58,0.42
"Gazella_subgutturosa",0.95,0.05
"Genetta_abyssinica",0.996,0.004
"Genetta_angolensis",0.99995,5e-05
"Genetta_bourloni",0.95,0.05
"Genetta_cristata",0.95,0.05
"Genetta_felina",0.996,0.004
"Genetta_genetta",0.99995,5e-05
"Genetta_johnstoni",0.996,0.004
"Genetta_maculata",0.99995,5e-05
"Genetta_pardina",0.99995,5e-05
"Genetta_piscivora",0.996,0.004
"Genetta_poensis",0.996,0.004
"Genetta_servalina",0.99995,5e-05
"Genetta_thierryi",0.99995,5e-05
"Genetta_tigrina",0.99995,5e-05
"Genetta_victoriae",0.99995,5e-05
"Geocapromys_brownii",0.58,0.42
"Geocapromys_ingrahami",0.95,0.05
"Geogale_aurita",0.99995,5e-05
"Geomys_arenarius",0.996,0.004
"Geomys_attwateri",0.99995,5e-05
"Geomys_breviceps",0.99995,5e-05
"Geomys_bursarius",0.99995,5e-05
"Geomys_jugossicularis",0.996,0.004
"Geomys_knoxjonesi",0.99995,5e-05
"Geomys_lutescens",0.996,0.004
"Geomys_personatus",0.99995,5e-05
"Geomys_pinetis",0.99995,5e-05
"Geomys_streckeri",0.996,0.004
"Geomys_texensis",0.99995,5e-05
"Geomys_tropicalis",0.58,0.42
"Georychus_capensis",0.99995,5e-05
"Geosciurus_inauris",0.99995,5e-05
"Geosciurus_princeps",0.99995,5e-05
"Geoxus_annectens",0.95,0.05
"Geoxus_lafkenche",0.996,0.004
"Geoxus_michaelseni",0.996,0.004
"Geoxus_valdivianus",0.99995,5e-05
"Gerbilliscus_afra",0.99995,5e-05
"Gerbilliscus_boehmi",0.99995,5e-05
"Gerbilliscus_brantsii",0.99995,5e-05
"Gerbilliscus_gambianus",0.99995,5e-05
"Gerbilliscus_giffardi",0.996,0.004
"Gerbilliscus_guineae",0.99995,5e-05
"Gerbilliscus_inclusus",0.99995,5e-05
"Gerbilliscus_kempi",0.99995,5e-05
"Gerbilliscus_leucogaster",0.99995,5e-05
"Gerbilliscus_nigricaudus",0.99995,5e-05
"Gerbilliscus_paeba",0.99995,5e-05
"Gerbilliscus_phillipsi",0.99995,5e-05
"Gerbilliscus_robustus",0.99995,5e-05
"Gerbilliscus_setzeri",0.99995,5e-05
"Gerbilliscus_tytonis",0.99995,5e-05
"Gerbilliscus_validus",0.99995,5e-05
"Gerbilliscus_vallinus",0.99995,5e-05
"Gerbilliscus_vicinus",0.996,0.004
"Gerbillus_acticola",0.996,0.004
"Gerbillus_agag",0.996,0.004
"Gerbillus_amoenus",0.99995,5e-05
"Gerbillus_andersoni",0.99995,5e-05
"Gerbillus_aquilus",0.99995,5e-05
"Gerbillus_bottai",0.996,0.004
"Gerbillus_brockmani",0.996,0.004
"Gerbillus_burtoni",0.996,0.004
"Gerbillus_campestris",0.99995,5e-05
"Gerbillus_cheesmani",0.99995,5e-05
"Gerbillus_dasyurus",0.99995,5e-05
"Gerbillus_dunni",0.99995,5e-05
"Gerbillus_famulus",0.99995,5e-05
"Gerbillus_floweri",0.99995,5e-05
"Gerbillus_garamantis",0.996,0.004
"Gerbillus_gerbillus",0.99995,5e-05
"Gerbillus_gleadowi",0.99995,5e-05
"Gerbillus_grobbeni",0.996,0.004
"Gerbillus_harwoodi",0.99995,5e-05
"Gerbillus_henleyi",0.99995,5e-05
"Gerbillus_hesperinus",0.58,0.42
"Gerbillus_hoogstraali",0.95,0.05
"Gerbillus_jamesi",0.996,0.004
"Gerbillus_latastei",0.996,0.004
"Gerbillus_lowei",0.996,0.004
"Gerbillus_mackillingini",0.99995,5e-05
"Gerbillus_maghrebi",0.99995,5e-05
"Gerbillus_mauritaniae",0.996,0.004
"Gerbillus_mesopotamiae",0.99995,5e-05
"Gerbillus_muriculus",0.996,0.004
"Gerbillus_nancillus",0.996,0.004
"Gerbillus_nanus",0.99995,5e-05
"Gerbillus_nigeriae",0.99995,5e-05
"Gerbillus_occiduus",0.996,0.004
"Gerbillus_poecilops",0.99995,5e-05
"Gerbillus_principulus",0.996,0.004
"Gerbillus_pulvinatus",0.99995,5e-05
"Gerbillus_pusillus",0.99995,5e-05
"Gerbillus_pyramidum",0.99995,5e-05
"Gerbillus_rosalinda",0.99995,5e-05
"Gerbillus_rupicola",0.99995,5e-05
"Gerbillus_simoni",0.99995,5e-05
"Gerbillus_somalicus",0.996,0.004
"Gerbillus_stigmonyx",0.996,0.004
"Gerbillus_syrticus",0.996,0.004
"Gerbillus_tarabuli",0.99995,5e-05
"Gerbillus_vivax",0.996,0.004
"Gerbillus_watersi",0.99995,5e-05
"Giraffa_camelopardalis",0.95,0.05
"Giraffa_giraffa",0.996,0.004
"Giraffa_reticulata",0.996,0.004
"Giraffa_tippelskirchi",0.996,0.004
"Glaucomys_oregonensis",0.996,0.004
"Glaucomys_sabrinus",0.99995,5e-05
"Glaucomys_volans",0.99995,5e-05
"Glauconycteris_alboguttata",0.99995,5e-05
"Glauconycteris_argentata",0.99995,5e-05
"Glauconycteris_beatrix",0.99995,5e-05
"Glauconycteris_curryae",0.996,0.004
"Glauconycteris_egeria",0.996,0.004
"Glauconycteris_gleni",0.996,0.004
"Glauconycteris_humeralis",0.996,0.004
"Glauconycteris_kenyacola",0.996,0.004
"Glauconycteris_machadoi",0.996,0.004
"Glauconycteris_poensis",0.99995,5e-05
"Glauconycteris_variegata",0.99995,5e-05
"Glironia_venusta",0.99995,5e-05
"Glirulus_japonicus",0.99995,5e-05
"Glis_glis",0.99995,5e-05
"Glischropus_aquilus",0.996,0.004
"Glischropus_bucephalus",0.99995,5e-05
"Glischropus_javanus",0.996,0.004
"Glischropus_tylopus",0.99995,5e-05
"Globicephala_macrorhynchus",0.99995,5e-05
"Globicephala_melas",0.99995,5e-05
"Glossophaga_commissarisi",0.99995,5e-05
"Glossophaga_leachii",0.99995,5e-05
"Glossophaga_longirostris",0.99995,5e-05
"Glossophaga_morenoi",0.99995,5e-05
"Glossophaga_soricina",0.99995,5e-05
"Glyphonycteris_behnii",0.996,0.004
"Glyphonycteris_daviesi",0.99995,5e-05
"Glyphonycteris_sylvestris",0.99995,5e-05
"Glyphotes_simus",0.996,0.004
"Golunda_ellioti",0.99995,5e-05
"Gorilla_beringei",0.03,0.97
"Gorilla_gorilla",0.03,0.97
"Gracilimus_radix",0.996,0.004
"Gracilinanus_aceramarcae",0.99995,5e-05
"Gracilinanus_agilis",0.99995,5e-05
"Gracilinanus_dryas",0.99995,5e-05
"Gracilinanus_emiliae",0.996,0.004
"Gracilinanus_marica",0.99995,5e-05
"Gracilinanus_microtarsus",0.99995,5e-05
"Gracilinanus_peruanus",0.996,0.004
"Grammomys_aridulus",0.996,0.004
"Grammomys_brevirostris",0.996,0.004
"Grammomys_buntingi",0.996,0.004
"Grammomys_caniceps",0.996,0.004
"Grammomys_cometes",0.99995,5e-05
"Grammomys_dolichurus",0.99995,5e-05
"Grammomys_dryas",0.99995,5e-05
"Grammomys_gigas",0.58,0.42
"Grammomys_ibeanus",0.99995,5e-05
"Grammomys_kuru",0.99995,5e-05
"Grammomys_macmillani",0.99995,5e-05
"Grammomys_minnae",0.95,0.05
"Grammomys_poensis",0.996,0.004
"Grammomys_selousi",0.99995,5e-05
"Grampus_griseus",0.99995,5e-05
"Graomys_chacoensis",0.996,0.004
"Graomys_domorum",0.99995,5e-05
"Graomys_edithae",0.996,0.004
"Graomys_griseoflavus",0.99995,5e-05
"Graphiurus_angolensis",0.996,0.004
"Graphiurus_christyi",0.99995,5e-05
"Graphiurus_crassicaudatus",0.996,0.004
"Graphiurus_johnstoni",0.996,0.004
"Graphiurus_kelleni",0.99995,5e-05
"Graphiurus_lorraineus",0.99995,5e-05
"Graphiurus_microtis",0.99995,5e-05
"Graphiurus_monardi",0.996,0.004
"Graphiurus_murinus",0.99995,5e-05
"Graphiurus_nagtglasii",0.99995,5e-05
"Graphiurus_ocularis",0.99995,5e-05
"Graphiurus_platyops",0.99995,5e-05
"Graphiurus_rupicola",0.99995,5e-05
"Graphiurus_surdus",0.996,0.004
"Graphiurus_walterverheyeni",0.996,0.004
"Gulo_gulo",0.99995,5e-05
"Gyldenstolpia_fronto",0.03,0.97
"Gyldenstolpia_planaltensis",0.996,0.004
"Gymnobelideus_leadbeateri",0.03,0.97
"Gymnuromys_roberti",0.99995,5e-05
"Habromys_chinanteco",0.03,0.97
"Habromys_delicatulus",0.58,0.42
"Habromys_ixtlani",0.03,0.97
