"","species","survival","extinction"
"2111","Harpyionycteris_celebensis",0.95,0.05
"2112","Harpyionycteris_whiteheadi",0.99995,5e-05
"2113","Heimyscus_fumosus",0.99995,5e-05
"2114","Helarctos_malayanus",0.95,0.05
"2115","Heliophobius_argenteocinereus",0.99995,5e-05
"2116","Heliosciurus_gambianus",0.99995,5e-05
"2117","Heliosciurus_mutabilis",0.99995,5e-05
"2118","Heliosciurus_punctatus",0.996,0.004
"2119","Heliosciurus_rufobrachium",0.99995,5e-05
"2120","Heliosciurus_ruwenzorii",0.99995,5e-05
"2121","Heliosciurus_undulatus",0.996,0.004
"2122","Helogale_hirtula",0.99995,5e-05
"2123","Helogale_parvula",0.99995,5e-05
"2124","Hemibelideus_lemuroides",0.996,0.004
"2125","Hemicentetes_nigriceps",0.99995,5e-05
"2126","Hemicentetes_semispinosus",0.99995,5e-05
"2127","Hemiechinus_auritus",0.99995,5e-05
"2128","Hemiechinus_collaris",0.99995,5e-05
"2129","Hemigalus_derbyanus",0.996,0.004
"2130","Hemitragus_jemlahicus",0.996,0.004
"2131","Herpailurus_yagouaroundi",0.99995,5e-05
"2132","Herpestes_ichneumon",0.99995,5e-05
"2133","Hesperoptenus_blanfordi",0.99995,5e-05
"2134","Hesperoptenus_doriae",0.996,0.004
"2135","Hesperoptenus_gaskelli",0.996,0.004
"2136","Hesperoptenus_tickelli",0.99995,5e-05
"2137","Hesperoptenus_tomesi",0.95,0.05
"2138","Heterocephalus_glaber",0.99995,5e-05
"2139","Heterogeomys_cavator",0.99995,5e-05
"2140","Heterogeomys_cherriei",0.99995,5e-05
"2141","Heterogeomys_dariensis",0.99995,5e-05
"2142","Heterogeomys_heterodus",0.99995,5e-05
"2143","Heterogeomys_hispidus",0.99995,5e-05
"2144","Heterogeomys_lanius",0.03,0.97
"2145","Heterogeomys_underwoodi",0.99995,5e-05
"2146","Heterohyrax_brucei",0.99995,5e-05
"2147","Heteromys_adspersus",0.99995,5e-05
"2148","Heteromys_anomalus",0.99995,5e-05
"2149","Heteromys_australis",0.99995,5e-05
"2150","Heteromys_catopterius",0.99995,5e-05
"2151","Heteromys_desmarestianus",0.99995,5e-05
"2152","Heteromys_gaumeri",0.99995,5e-05
"2153","Heteromys_goldmani",0.996,0.004
"2154","Heteromys_irroratus",0.99995,5e-05
"2155","Heteromys_nelsoni",0.58,0.42
"2156","Heteromys_nubicolens",0.996,0.004
"2157","Heteromys_oasicus",0.58,0.42
"2158","Heteromys_oresterus",0.99995,5e-05
"2159","Heteromys_pictus",0.99995,5e-05
"2160","Heteromys_salvini",0.99995,5e-05
"2161","Heteromys_spectabilis",0.58,0.42
"2162","Heteromys_teleus",0.95,0.05
"2163","Hippocamelus_antisensis",0.95,0.05
"2164","Hippocamelus_bisulcus",0.58,0.42
"2165","Hippopotamus_amphibius",0.95,0.05
"2166","Hipposideros_abae",0.99995,5e-05
"2167","Hipposideros_alongensis",0.95,0.05
"2168","Hipposideros_armiger",0.99995,5e-05
"2169","Hipposideros_ater",0.99995,5e-05
"2170","Hipposideros_atrox",0.99995,5e-05
"2171","Hipposideros_beatus",0.99995,5e-05
"2172","Hipposideros_bicolor",0.99995,5e-05
"2173","Hipposideros_boeadii",0.996,0.004
"2174","Hipposideros_breviceps",0.996,0.004
"2175","Hipposideros_caffer",0.99995,5e-05
"2176","Hipposideros_calcaratus",0.99995,5e-05
"2177","Hipposideros_camerunensis",0.996,0.004
"2178","Hipposideros_cervinus",0.99995,5e-05
"2179","Hipposideros_cineraceus",0.99995,5e-05
"2180","Hipposideros_coronatus",0.996,0.004
"2181","Hipposideros_corynophyllus",0.99995,5e-05
"2182","Hipposideros_coxi",0.58,0.42
"2183","Hipposideros_crumeniferus",0.996,0.004
"2184","Hipposideros_curtus",0.95,0.05
"2185","Hipposideros_demissus",0.95,0.05
"2186","Hipposideros_diadema",0.99995,5e-05
"2187","Hipposideros_dinops",0.996,0.004
"2188","Hipposideros_doriae",0.996,0.004
"2189","Hipposideros_durgadasi",0.95,0.05
"2190","Hipposideros_dyacorum",0.99995,5e-05
"2191","Hipposideros_edwardshilli",0.95,0.05
"2192","Hipposideros_einnaythu",0.996,0.004
"2193","Hipposideros_fasensis",0.996,0.004
"2194","Hipposideros_fuliginosus",0.99995,5e-05
"2195","Hipposideros_fulvus",0.99995,5e-05
"2196","Hipposideros_galeritus",0.99995,5e-05
"2197","Hipposideros_grandis",0.99995,5e-05
"2198","Hipposideros_griffini",0.996,0.004
"2199","Hipposideros_halophyllus",0.95,0.05
"2200","Hipposideros_hypophyllus",0.03,0.97
"2201","Hipposideros_inexpectatus",0.996,0.004
"2202","Hipposideros_inornatus",0.95,0.05
"2203","Hipposideros_jonesi",0.996,0.004
"2204","Hipposideros_khaokhouayensis",0.95,0.05
"2205","Hipposideros_khasiana",0.996,0.004
"2206","Hipposideros_lamottei",0.03,0.97
"2207","Hipposideros_lankadiva",0.99995,5e-05
"2208","Hipposideros_larvatus",0.99995,5e-05
"2209","Hipposideros_lekaguli",0.996,0.004
"2210","Hipposideros_lylei",0.99995,5e-05
"2211","Hipposideros_macrobullatus",0.996,0.004
"2212","Hipposideros_madurae",0.99995,5e-05
"2213","Hipposideros_maggietaylorae",0.99995,5e-05
"2214","Hipposideros_marisae",0.95,0.05
"2215","Hipposideros_megalotis",0.99995,5e-05
"2216","Hipposideros_muscinus",0.99995,5e-05
"2217","Hipposideros_nequam",0.996,0.004
"2218","Hipposideros_nicobarulae",0.996,0.004
"2219","Hipposideros_obscurus",0.99995,5e-05
"2220","Hipposideros_orbiculus",0.95,0.05
"2221","Hipposideros_papua",0.99995,5e-05
"2222","Hipposideros_parnabyi",0.996,0.004
"2223","Hipposideros_pelingensis",0.996,0.004
"2224","Hipposideros_pendleburyi",0.95,0.05
"2225","Hipposideros_pomona",0.99995,5e-05
"2226","Hipposideros_pratti",0.99995,5e-05
"2227","Hipposideros_pygmaeus",0.99995,5e-05
"2228","Hipposideros_ridleyi",0.95,0.05
"2229","Hipposideros_rotalis",0.99995,5e-05
"2230","Hipposideros_ruber",0.99995,5e-05
"2231","Hipposideros_scutinares",0.95,0.05
"2232","Hipposideros_semoni",0.99995,5e-05
"2233","Hipposideros_sorenseni",0.95,0.05
"2234","Hipposideros_speoris",0.99995,5e-05
"2235","Hipposideros_stenotis",0.99995,5e-05
"2236","Hipposideros_sumbae",0.99995,5e-05
"2237","Hipposideros_tephrus",0.99995,5e-05
"2238","Hipposideros_turpis",0.58,0.42
"2239","Hipposideros_wollastoni",0.99995,5e-05
"2240","Hippotragus_equinus",0.99995,5e-05
"2241","Hippotragus_niger",0.99995,5e-05
"2242","Histiotus_alienus",0.996,0.004
"2243","Histiotus_diaphanopterus",0.996,0.004
"2244","Histiotus_humboldti",0.996,0.004
"2245","Histiotus_laephotis",0.99995,5e-05
"2246","Histiotus_macrotus",0.99995,5e-05
"2247","Histiotus_magellanicus",0.99995,5e-05
"2248","Histiotus_montanus",0.99995,5e-05
"2249","Histiotus_velatus",0.996,0.004
"2250","Histriophoca_fasciata",0.99995,5e-05
"2251","Hodomys_alleni",0.99995,5e-05
"2252","Holochilus_brasiliensis",0.99995,5e-05
"2253","Holochilus_chacarius",0.99995,5e-05
"2254","Holochilus_lagigliai",0.996,0.004
"2255","Holochilus_sciureus",0.99995,5e-05
"2256","Holochilus_venezuelae",0.996,0.004
"2257","Holochilus_vulpinus",0.996,0.004
"2258","Homo_sapiens",0.99995,5e-05
"2259","Hoolock_hoolock",0.58,0.42
"2260","Hoolock_leuconedys",0.95,0.05
"2261","Hoolock_tianxing",0.58,0.42
"2262","Hoplomys_gymnurus",0.99995,5e-05
"2263","Hsunycteris_cadenai",0.996,0.004
"2264","Hsunycteris_pattoni",0.996,0.004
"2265","Hsunycteris_thomasi",0.99995,5e-05
"2266","Huetia_leucorhina",0.996,0.004
"2267","Hyaena_brunnea",0.996,0.004
"2268","Hyaena_hyaena",0.996,0.004
"2269","Hybomys_badius",0.58,0.42
"2270","Hybomys_basilii",0.58,0.42
"2271","Hybomys_lunaris",0.95,0.05
"2272","Hybomys_planifrons",0.99995,5e-05
"2273","Hybomys_trivirgatus",0.99995,5e-05
"2274","Hybomys_univittatus",0.99995,5e-05
"2275","Hydrictis_maculicollis",0.996,0.004
"2276","Hydrochoerus_hydrochaeris",0.99995,5e-05
"2277","Hydrochoerus_isthmius",0.996,0.004
"2278","Hydromys_chrysogaster",0.99995,5e-05
"2279","Hydromys_hussoni",0.996,0.004
"2280","Hydromys_neobritannicus",0.996,0.004
"2281","Hydromys_ziegleri",0.996,0.004
"2282","Hydropotes_inermis",0.95,0.05
"2283","Hydrurga_leptonyx",0.99995,5e-05
"2284","Hyemoschus_aquaticus",0.99995,5e-05
"2285","Hyladelphys_kalinowskii",0.99995,5e-05
"2286","Hylaeamys_acritus",0.996,0.004
"2287","Hylaeamys_laticeps",0.95,0.05
"2288","Hylaeamys_megacephalus",0.99995,5e-05
"2289","Hylaeamys_oniscus",0.996,0.004
"2290","Hylaeamys_perenensis",0.99995,5e-05
"2291","Hylaeamys_tatei",0.996,0.004
"2292","Hylaeamys_yunganus",0.99995,5e-05
"2293","Hylobates_abbotti",0.58,0.42
"2294","Hylobates_agilis",0.58,0.42
"2295","Hylobates_albibarbis",0.58,0.42
"2296","Hylobates_funereus",0.58,0.42
"2297","Hylobates_klossii",0.58,0.42
"2298","Hylobates_lar",0.58,0.42
"2299","Hylobates_moloch",0.58,0.42
"2300","Hylobates_muelleri",0.58,0.42
"2301","Hylobates_pileatus",0.58,0.42
"2302","Hylochoerus_meinertzhageni",0.99995,5e-05
"2303","Hylomys_megalotis",0.996,0.004
"2304","Hylomys_parvus",0.95,0.05
"2305","Hylomys_suillus",0.99995,5e-05
"2306","Hylomyscus_aeta",0.99995,5e-05
"2307","Hylomyscus_alleni",0.99995,5e-05
"2308","Hylomyscus_anselli",0.99995,5e-05
"2309","Hylomyscus_arcimontensis",0.99995,5e-05
"2310","Hylomyscus_baeri",0.58,0.42
"2311","Hylomyscus_carillus",0.99995,5e-05
"2312","Hylomyscus_denniae",0.99995,5e-05
"2313","Hylomyscus_endorobae",0.99995,5e-05
"2314","Hylomyscus_grandis",0.58,0.42
"2315","Hylomyscus_heinrichorum",0.996,0.004
"2316","Hylomyscus_kaimosae",0.996,0.004
"2317","Hylomyscus_kerbispeterhansi",0.99995,5e-05
"2318","Hylomyscus_pamfi",0.996,0.004
"2319","Hylomyscus_parvus",0.99995,5e-05
"2320","Hylomyscus_simus",0.996,0.004
"2321","Hylomyscus_stella",0.99995,5e-05
"2322","Hylomyscus_vulcanorum",0.99995,5e-05
"2323","Hylomyscus_walterverheyeni",0.99995,5e-05
"2324","Hylonycteris_underwoodi",0.99995,5e-05
"2325","Hylopetes_alboniger",0.99995,5e-05
"2326","Hylopetes_bartelsi",0.996,0.004
"2327","Hylopetes_electilis",0.996,0.004
"2328","Hylopetes_nigripes",0.996,0.004
"2329","Hylopetes_phayrei",0.99995,5e-05
"2330","Hylopetes_platyurus",0.996,0.004
"2331","Hylopetes_sagitta",0.996,0.004
"2332","Hylopetes_sipora",0.58,0.42
"2333","Hylopetes_spadiceus",0.99995,5e-05
"2334","Hylopetes_winstoni",0.996,0.004
"2335","Hyomys_dammermani",0.996,0.004
"2336","Hyomys_goliath",0.99995,5e-05
"2337","Hyorhinomys_stuempkei",0.996,0.004
"2338","Hyosciurus_heinrichi",0.99995,5e-05
"2339","Hyosciurus_ileile",0.95,0.05
"2340","Hyperacrius_fertilis",0.996,0.004
"2341","Hyperacrius_wynnei",0.99995,5e-05
"2342","Hyperoodon_ampullatus",0.996,0.004
"2343","Hyperoodon_planifrons",0.99995,5e-05
"2344","Hypogeomys_antimena",0.58,0.42
"2345","Hypsignathus_monstrosus",0.99995,5e-05
"2346","Hypsiprymnodon_moschatus",0.99995,5e-05
"2347","Hypsugo_alaschanicus",0.99995,5e-05
"2348","Hypsugo_anchietae",0.99995,5e-05
"2349","Hypsugo_anthonyi",0.996,0.004
"2350","Hypsugo_arabicus",0.996,0.004
"2351","Hypsugo_ariel",0.996,0.004
"2352","Hypsugo_bemainty",0.99995,5e-05
"2353","Hypsugo_bodenheimeri",0.996,0.004
"2354","Hypsugo_cadornae",0.99995,5e-05
"2355","Hypsugo_crassulus",0.99995,5e-05
"2356","Hypsugo_dolichodon",0.996,0.004
"2357","Hypsugo_eisentrauti",0.996,0.004
"2358","Hypsugo_imbricatus",0.99995,5e-05
"2359","Hypsugo_joffrei",0.996,0.004
"2360","Hypsugo_kitcheneri",0.996,0.004
"2361","Hypsugo_lanzai",0.996,0.004
"2362","Hypsugo_lophurus",0.996,0.004
"2363","Hypsugo_macrotis",0.996,0.004
"2364","Hypsugo_musciculus",0.996,0.004
"2365","Hypsugo_pulveratus",0.99995,5e-05
"2366","Hypsugo_savii",0.99995,5e-05
"2367","Hypsugo_vordermanni",0.996,0.004
"2368","Hystrix_africaeaustralis",0.99995,5e-05
"2369","Hystrix_brachyura",0.99995,5e-05
"2370","Hystrix_crassispinis",0.99995,5e-05
"2371","Hystrix_cristata",0.99995,5e-05
"2372","Hystrix_indica",0.99995,5e-05
"2373","Hystrix_javanica",0.99995,5e-05
"2374","Hystrix_pumila",0.95,0.05
"2375","Hystrix_sumatrae",0.99995,5e-05
"2376","Ia_io",0.99995,5e-05
"2377","Ichneumia_albicauda",0.99995,5e-05
"2378","Ichthyomys_hydrobates",0.99995,5e-05
"2379","Ichthyomys_pittieri",0.996,0.004
"2380","Ichthyomys_stolzmanni",0.996,0.004
"2381","Ichthyomys_tweedii",0.996,0.004
"2382","Ictidomys_mexicanus",0.99995,5e-05
"2383","Ictidomys_parvidens",0.996,0.004
"2384","Ictidomys_tridecemlineatus",0.99995,5e-05
"2385","Ictonyx_libyca",0.99995,5e-05
"2386","Ictonyx_striatus",0.99995,5e-05
"2387","Idionycteris_phyllotis",0.99995,5e-05
"2388","Idiurus_macrotis",0.99995,5e-05
"2389","Idiurus_zenkeri",0.99995,5e-05
"2390","Indopacetus_pacificus",0.996,0.004
"2391","Indri_indri",0.03,0.97
"2392","Inia_araguaiaensis",0.996,0.004
"2393","Inia_boliviensis",0.996,0.004
"2394","Inia_geoffrensis",0.58,0.42
"2395","Iomys_horsfieldii",0.99995,5e-05
"2396","Iomys_sipora",0.58,0.42
"2397","Irenomys_tarsalis",0.99995,5e-05
"2398","Isoodon_auratus",0.95,0.05
"2399","Isoodon_macrourus",0.99995,5e-05
"2400","Isoodon_obesulus",0.99995,5e-05
"2401","Isothrix_barbarabrownae",0.996,0.004
"2402","Isothrix_bistriata",0.99995,5e-05
"2403","Isothrix_negrensis",0.99995,5e-05
"2404","Isothrix_orinoci",0.996,0.004
"2405","Isothrix_pagurus",0.99995,5e-05
"2406","Isothrix_sinnamariensis",0.99995,5e-05
"2407","Isthmomys_flavidus",0.996,0.004
"2408","Isthmomys_pirrensis",0.99995,5e-05
"2409","Jaculus_blanfordi",0.99995,5e-05
"2410","Jaculus_hirtipes",0.996,0.004
"2411","Jaculus_jaculus",0.99995,5e-05
"2412","Jaculus_loftusi",0.996,0.004
"2413","Jaculus_orientalis",0.99995,5e-05
"2414","Jaculus_thaleri",0.996,0.004
"2415","Juliomys_ossitenuis",0.996,0.004
"2416","Juliomys_pictipes",0.99995,5e-05
"2417","Juliomys_rimofrons",0.996,0.004
"2418","Juliomys_ximenezi",0.996,0.004
"2419","Juscelinomys_huanchacae",0.996,0.004
"2420","Kadarsanomys_sodyi",0.58,0.42
"2421","Kannabateomys_amblyonyx",0.99995,5e-05
"2422","Kerivoula_africana",0.58,0.42
"2423","Kerivoula_agnella",0.996,0.004
"2424","Kerivoula_argentata",0.99995,5e-05
"2425","Kerivoula_cuprosa",0.996,0.004
"2426","Kerivoula_depressa",0.996,0.004
"2427","Kerivoula_eriophora",0.996,0.004
"2428","Kerivoula_flora",0.95,0.05
"2429","Kerivoula_furva",0.996,0.004
"2430","Kerivoula_hardwickii",0.99995,5e-05
"2431","Kerivoula_intermedia",0.996,0.004
"2432","Kerivoula_kachinensis",0.99995,5e-05
"2433","Kerivoula_krauensis",0.996,0.004
"2434","Kerivoula_lanosa",0.99995,5e-05
"2435","Kerivoula_lenis",0.99995,5e-05
"2436","Kerivoula_minuta",0.996,0.004
"2437","Kerivoula_muscina",0.99995,5e-05
"2438","Kerivoula_myrella",0.996,0.004
"2439","Kerivoula_papillosa",0.99995,5e-05
"2440","Kerivoula_pellucida",0.996,0.004
"2441","Kerivoula_phalaena",0.99995,5e-05
"2442","Kerivoula_picta",0.99995,5e-05
"2443","Kerivoula_smithii",0.99995,5e-05
"2444","Kerivoula_titania",0.99995,5e-05
"2445","Kerivoula_whiteheadi",0.99995,5e-05
"2446","Kerodon_acrobata",0.996,0.004
"2447","Kerodon_rupestris",0.99995,5e-05
"2448","Kobus_ellipsiprymnus",0.99995,5e-05
"2449","Kobus_kob",0.99995,5e-05
"2450","Kobus_leche",0.996,0.004
"2451","Kobus_megaceros",0.58,0.42
"2452","Kobus_vardonii",0.996,0.004
"2453","Kogia_breviceps",0.996,0.004
"2454","Kogia_sima",0.996,0.004
"2455","Komodomys_rintjanus",0.95,0.05
"2456","Koopmania_concolor",0.99995,5e-05
"2457","Kunsia_tomentosus",0.99995,5e-05
"2458","Laephotis_angolensis",0.996,0.004
"2459","Laephotis_botswanae",0.99995,5e-05
"2460","Laephotis_namibensis",0.99995,5e-05
"2461","Laephotis_wintoni",0.99995,5e-05
"2462","Lagenodelphis_hosei",0.99995,5e-05
"2463","Lagenorhynchus_acutus",0.99995,5e-05
"2464","Lagenorhynchus_albirostris",0.99995,5e-05
"2465","Lagenorhynchus_australis",0.99995,5e-05
"2466","Lagenorhynchus_cruciger",0.99995,5e-05
"2467","Lagenorhynchus_obliquidens",0.99995,5e-05
"2468","Lagenorhynchus_obscurus",0.99995,5e-05
"2469","Lagidium_ahuacaense",0.996,0.004
"2470","Lagidium_viscacia",0.99995,5e-05
"2471","Lagidium_wolffsohni",0.996,0.004
"2472","Lagorchestes_conspicillatus",0.99995,5e-05
"2473","Lagorchestes_hirsutus",0.95,0.05
"2474","Lagostomus_maximus",0.99995,5e-05
"2475","Lagostrophus_fasciatus",0.95,0.05
"2476","Lagothrix_cana",0.58,0.42
"2477","Lagothrix_flavicauda",0.03,0.97
"2478","Lagothrix_lagotricha",0.95,0.05
"2479","Lagothrix_poeppigii",0.95,0.05
"2480","Lagurus_lagurus",0.99995,5e-05
"2481","Lama_glama",0.996,0.004
"2482","Lama_guanicoe",0.99995,5e-05
"2483","Lama_pacos",0.996,0.004
"2484","Lama_vicugna",0.99995,5e-05
"2485","Lamottemys_okuensis",0.58,0.42
"2486","Lampronycteris_brachyotis",0.99995,5e-05
"2487","Laonastes_aenigmamus",0.99995,5e-05
"2488","Lariscus_hosei",0.99995,5e-05
"2489","Lariscus_insignis",0.99995,5e-05
"2490","Lariscus_niobe",0.996,0.004
"2491","Lariscus_obscurus",0.996,0.004
"2492","Lasionycteris_noctivagans",0.99995,5e-05
"2493","Lasiopodomys_brandtii",0.99995,5e-05
"2494","Lasiopodomys_gregalis",0.99995,5e-05
"2495","Lasiopodomys_mandarinus",0.99995,5e-05
"2496","Lasiopodomys_raddei",0.996,0.004
"2497","Lasiorhinus_krefftii",0.03,0.97
"2498","Lasiorhinus_latifrons",0.996,0.004
"2499","Lasiurus_atratus",0.99995,5e-05
"2500","Lasiurus_blossevillii",0.99995,5e-05
"2501","Lasiurus_borealis",0.99995,5e-05
"2502","Lasiurus_castaneus",0.996,0.004
"2503","Lasiurus_degelidus",0.95,0.05
"2504","Lasiurus_ebenus",0.996,0.004
"2505","Lasiurus_frantzii",0.996,0.004
"2506","Lasiurus_minor",0.95,0.05
"2507","Lasiurus_pfeifferi",0.996,0.004
"2508","Lasiurus_seminolus",0.99995,5e-05
"2509","Lasiurus_varius",0.99995,5e-05
"2510","Latidens_salimalii",0.58,0.42
"2511","Lavia_frons",0.99995,5e-05
"2512","Leggadina_forresti",0.99995,5e-05
"2513","Leggadina_lakedownensis",0.99995,5e-05
"2514","Leimacomys_buettneri",0.996,0.004
"2515","Lemmiscus_curtatus",0.99995,5e-05
"2516","Lemmus_amurensis",0.99995,5e-05
"2517","Lemmus_lemmus",0.99995,5e-05
"2518","Lemmus_portenkoi",0.996,0.004
"2519","Lemmus_sibiricus",0.99995,5e-05
"2520","Lemmus_trimucronatus",0.99995,5e-05
"2521","Lemniscomys_barbarus",0.99995,5e-05
"2522","Lemniscomys_bellieri",0.99995,5e-05
"2523","Lemniscomys_griselda",0.99995,5e-05
"2524","Lemniscomys_hoogstraali",0.996,0.004
"2525","Lemniscomys_linulus",0.99995,5e-05
"2526","Lemniscomys_macculus",0.99995,5e-05
"2527","Lemniscomys_mittendorfi",0.99995,5e-05
"2528","Lemniscomys_rosalia",0.99995,5e-05
"2529","Lemniscomys_roseveari",0.996,0.004
"2530","Lemniscomys_striatus",0.99995,5e-05
"2531","Lemniscomys_zebra",0.99995,5e-05
"2532","Lemur_catta",0.58,0.42
"2533","Lenomys_grovesi",0.996,0.004
"2534","Lenomys_meyeri",0.99995,5e-05
"2535","Lenothrix_canus",0.99995,5e-05
"2536","Lenoxus_apicalis",0.99995,5e-05
"2537","Leontocebus_cruzlimai",0.99995,5e-05
"2538","Leontocebus_fuscicollis",0.99995,5e-05
"2539","Leontocebus_fuscus",0.99995,5e-05
"2540","Leontocebus_illigeri",0.99995,5e-05
"2541","Leontocebus_lagonotus",0.99995,5e-05
"2542","Leontocebus_leucogenys",0.99995,5e-05
"2543","Leontocebus_nigricollis",0.99995,5e-05
"2544","Leontocebus_nigrifrons",0.996,0.004
"2545","Leontocebus_tripartitus",0.996,0.004
"2546","Leontocebus_weddelli",0.996,0.004
"2547","Leontopithecus_caissara",0.03,0.97
"2548","Leontopithecus_chrysomelas",0.58,0.42
"2549","Leontopithecus_chrysopygus",0.58,0.42
"2550","Leontopithecus_rosalia",0.58,0.42
"2551","Leopardus_colocola",0.996,0.004
"2552","Leopardus_emiliae",0.996,0.004
"2553","Leopardus_geoffroyi",0.99995,5e-05
"2554","Leopardus_guigna",0.95,0.05
"2555","Leopardus_guttulus",0.95,0.05
"2556","Leopardus_jacobita",0.58,0.42
"2557","Leopardus_pardalis",0.99995,5e-05
"2558","Leopardus_tigrinus",0.95,0.05
"2559","Leopardus_wiedii",0.996,0.004
"2560","Leopoldamys_ciliatus",0.99995,5e-05
"2561","Leopoldamys_diwangkarai",0.996,0.004
"2562","Leopoldamys_edwardsi",0.99995,5e-05
"2563","Leopoldamys_herberti",0.99995,5e-05
"2564","Leopoldamys_milleti",0.99995,5e-05
"2565","Leopoldamys_revertens",0.996,0.004
"2566","Leopoldamys_sabanus",0.99995,5e-05
"2567","Leopoldamys_siporanus",0.95,0.05
"2568","Lepilemur_aeeclis",0.95,0.05
"2569","Lepilemur_ahmansonorum",0.58,0.42
"2570","Lepilemur_ankaranensis",0.58,0.42
"2571","Lepilemur_betsileo",0.58,0.42
"2572","Lepilemur_dorsalis",0.95,0.05
"2573","Lepilemur_edwardsi",0.58,0.42
"2574","Lepilemur_fleuretae",0.03,0.97
"2575","Lepilemur_grewcockorum",0.58,0.42
"2576","Lepilemur_hollandorum",0.58,0.42
"2577","Lepilemur_hubbardorum",0.58,0.42
"2578","Lepilemur_jamesorum",0.03,0.97
"2579","Lepilemur_leucopus",0.58,0.42
"2580","Lepilemur_microdon",0.58,0.42
"2581","Lepilemur_milanoii",0.58,0.42
"2582","Lepilemur_mittermeieri",0.58,0.42
"2583","Lepilemur_mustelinus",0.996,0.004
"2584","Lepilemur_otto",0.58,0.42
"2585","Lepilemur_petteri",0.95,0.05
"2586","Lepilemur_randrianasoloi",0.58,0.42
"2587","Lepilemur_ruficaudatus",0.95,0.05
"2588","Lepilemur_sahamalazensis",0.03,0.97
"2589","Lepilemur_scottorum",0.58,0.42
"2590","Lepilemur_seali",0.95,0.05
"2591","Lepilemur_septentrionalis",0.03,0.97
"2592","Lepilemur_tymerlachsoni",0.03,0.97
"2593","Lepilemur_wrightae",0.58,0.42
"2594","Leporillus_conditor",0.996,0.004
"2595","Leptailurus_serval",0.99995,5e-05
"2596","Leptomys_arfakensis",0.996,0.004
"2597","Leptomys_elegans",0.99995,5e-05
"2598","Leptomys_ernstmayri",0.99995,5e-05
"2599","Leptomys_paulus",0.996,0.004
"2600","Leptomys_signatus",0.99995,5e-05
"2601","Leptonychotes_weddellii",0.99995,5e-05
"2602","Leptonycteris_curasoae",0.95,0.05
"2603","Leptonycteris_nivalis",0.58,0.42
"2604","Leptonycteris_yerbabuenae",0.996,0.004
"2605","Lepus_alleni",0.99995,5e-05
"2606","Lepus_americanus",0.99995,5e-05
"2607","Lepus_arcticus",0.99995,5e-05
"2608","Lepus_brachyurus",0.99995,5e-05
"2609","Lepus_californicus",0.99995,5e-05
"2610","Lepus_callotis",0.95,0.05
"2611","Lepus_capensis",0.99995,5e-05
"2612","Lepus_castroviejoi",0.95,0.05
"2613","Lepus_comus",0.99995,5e-05
"2614","Lepus_coreanus",0.99995,5e-05
"2615","Lepus_corsicanus",0.95,0.05
"2616","Lepus_europaeus",0.99995,5e-05
"2617","Lepus_fagani",0.99995,5e-05
"2618","Lepus_flavigularis",0.58,0.42
"2619","Lepus_granatensis",0.99995,5e-05
"2620","Lepus_habessinicus",0.99995,5e-05
"2621","Lepus_hainanus",0.58,0.42
"2622","Lepus_insularis",0.95,0.05
"2623","Lepus_mandschuricus",0.99995,5e-05
"2624","Lepus_nigricollis",0.99995,5e-05
"2625","Lepus_oiostolus",0.99995,5e-05
"2626","Lepus_othus",0.99995,5e-05
"2627","Lepus_peguensis",0.99995,5e-05
"2628","Lepus_saxatilis",0.99995,5e-05
"2629","Lepus_sinensis",0.99995,5e-05
"2630","Lepus_starcki",0.99995,5e-05
"2631","Lepus_tibetanus",0.99995,5e-05
"2632","Lepus_timidus",0.99995,5e-05
"2633","Lepus_tolai",0.99995,5e-05
"2634","Lepus_townsendii",0.99995,5e-05
