CatalogNumber,FullName,CommonName,Continent,Country,ProvinceStateTerritory,SeaGulf,CollectionDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,SampleType,PreparedDate,Preservation,StorageTemperature,AccessionNumber,image
CA000003950,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2012-06-20,,-80°C,2022_03_28_WVIC,
CA000003951,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2012-09-03,,-80°C,2022_03_28_WVIC,
CA000003952,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2012-09-03,,-80°C,2022_03_28_WVIC,
CA000003953,Pipistrellus pygmaeus,Soprano Pipistrelle,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pygmaeus,,Kidney,2012-05-29,,-80°C,2022_03_28_WVIC,
CA000003954,Pipistrellus pygmaeus,Soprano Pipistrelle,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pygmaeus,,Liver,2012-05-29,,-80°C,2022_03_28_WVIC,
CA000003955,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2012-05-24,,-80°C,2022_03_28_WVIC,
CA000003956,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2012-05-24,,-80°C,2022_03_28_WVIC,
CA000003957,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2012-05-30,,-80°C,2022_03_28_WVIC,
CA000003958,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2012-05-30,,-80°C,2022_03_28_WVIC,
CA000003959,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-07-29,,-80°C,2022_03_28_WVIC,
CA000003960,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2014-07-29,,-80°C,2022_03_28_WVIC,
CA000003961,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-08-15,,-80°C,2022_03_28_WVIC,
CA000003962,Rhinolophus hipposideros,lesser horseshoe bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,Liver,2014-11-19,,-80°C,2022_03_28_WVIC,
CA000003963,Rhinolophus hipposideros,lesser horseshoe bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,Kidney,2014-11-19,,-80°C,2022_03_28_WVIC,
CA000003964,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-05-20,,-80°C,2022_03_28_WVIC,
CA000003965,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Spleen,2014-05-20,,-80°C,2022_03_28_WVIC,
CA000003966,Rhinolophus hipposideros,lesser horseshoe bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,Kidney,2014-10-21,,-80°C,2022_03_28_WVIC,
CA000003967,Rhinolophus hipposideros,lesser horseshoe bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,Liver,2014-10-21,,-80°C,2022_03_28_WVIC,
CA000003968,Nyctalus noctula,noctule,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,,Liver,2014-09-25,,-80°C,2022_03_28_WVIC,
CA000003969,Nyctalus noctula,noctule,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,,Kidney,2014-09-25,,-80°C,2022_03_28_WVIC,
CA000003970,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Liver,2014-08-11,,-80°C,2022_03_28_WVIC,
CA000003971,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Kidney,2014-08-11,,-80°C,2022_03_28_WVIC,
CA000003972,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Kidney,2014-09-27,,-80°C,2022_03_28_WVIC,
CA000003973,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Liver,2014-09-27,,-80°C,2022_03_28_WVIC,
CA000003974,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-09-19,,-80°C,2022_03_28_WVIC,
CA000003975,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2014-09-19,,-80°C,2022_03_28_WVIC,
CA000003976,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2014-08-11,,-80°C,2022_03_28_WVIC,
CA000003977,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-08-11,,-80°C,2022_03_28_WVIC,
CA000003978,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,1899-12-31,,-80°C,2022_03_28_WVIC,
CA000003979,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,1899-12-31,,-80°C,2022_03_28_WVIC,
CA000003980,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2014-05-23,,-80°C,2022_03_28_WVIC,
CA000003981,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-05-23,,-80°C,2022_03_28_WVIC,
CA000003982,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-06-28,,-80°C,2022_03_28_WVIC,
CA000003983,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2014-06-28,,-80°C,2022_03_28_WVIC,
CA000003984,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2014-06-09,,-80°C,2022_03_28_WVIC,
CA000003985,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2014-06-09,,-80°C,2022_03_28_WVIC,
CA000003986,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,,,-80°C,2022_03_28_WVIC,
CA000003987,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,,,-80°C,2022_03_28_WVIC,
CA000003988,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-02-17,,-80°C,2022_03_28_WVIC,
CA000003989,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-02-17,,-80°C,2022_03_28_WVIC,
CA000003990,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-08-20,,-80°C,2022_03_28_WVIC,
CA000003991,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-06-14,,-80°C,2022_03_28_WVIC,
CA000003992,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-06-14,,-80°C,2022_03_28_WVIC,
CA000003993,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,,,-80°C,2022_03_28_WVIC,
CA000003994,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,,,-80°C,2022_03_28_WVIC,
CA000003995,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-07-28,,-80°C,2022_03_28_WVIC,
CA000003996,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-07-28,,-80°C,2022_03_28_WVIC,
CA000003997,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-08-22,,-80°C,2022_03_28_WVIC,
CA000003998,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-08-22,,-80°C,2022_03_28_WVIC,
CA000003999,Myotis nattereri,Natterer's bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,,Kidney,2008-08-06,,-80°C,2022_03_28_WVIC,
CA000004000,Myotis nattereri,Natterer's bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,,Liver,2008-08-06,,-80°C,2022_03_28_WVIC,
CA000004001,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2008-08-24,,-80°C,2022_03_28_WVIC,
CA000004002,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2008-08-24,,-80°C,2022_03_28_WVIC,
CA000004003,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-05-15,,-80°C,2022_03_28_WVIC,
CA000004004,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-05-23,,-80°C,2022_03_28_WVIC,
CA000004005,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,,,-80°C,2022_03_28_WVIC,
CA000004006,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-05-14,,-80°C,2022_03_28_WVIC,
CA000004007,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-05-14,,-80°C,2022_03_28_WVIC,
CA000004008,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Kidney,2008-09-12,,-80°C,2022_03_28_WVIC,
CA000004009,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Liver,2008-09-12,,-80°C,2022_03_28_WVIC,
CA000004010,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-08-26,,-80°C,2022_03_28_WVIC,
CA000004011,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-08-26,,-80°C,2022_03_28_WVIC,
CA000004012,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-09-01,,-80°C,2022_03_28_WVIC,
CA000004013,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-09-01,,-80°C,2022_03_28_WVIC,
CA000004014,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-09-08,,-80°C,2022_03_28_WVIC,
CA000004015,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-09-08,,-80°C,2022_03_28_WVIC,
CA000004016,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-09-03,,-80°C,2022_03_28_WVIC,
CA000004017,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-05-23,,-80°C,2022_03_28_WVIC,
CA000004018,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-05-23,,-80°C,2022_03_28_WVIC,
CA000004019,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-09-14,,-80°C,2022_03_28_WVIC,
CA000004020,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-09-14,,-80°C,2022_03_28_WVIC,
CA000004021,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-07-13,,-80°C,2022_03_28_WVIC,
CA000004022,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-07-13,,-80°C,2022_03_28_WVIC,
CA000004023,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-11-25,,-80°C,2022_03_28_WVIC,
CA000004024,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-11-25,,-80°C,2022_03_28_WVIC,
CA000004025,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-07-13,,-80°C,2022_03_28_WVIC,
CA000004026,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-07-13,,-80°C,2022_03_28_WVIC,
CA000004027,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2008-07-09,,-80°C,2022_03_28_WVIC,
CA000004028,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-07-09,,-80°C,2022_03_28_WVIC,
CA000004029,Rhinolophus hipposideros,lesser horseshoe bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,Kidney,2008-07-05,,-80°C,2022_03_28_WVIC,
CA000004030,Rhinolophus hipposideros,lesser horseshoe bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,,Liver,2008-07-05,,-80°C,2022_03_28_WVIC,
CA000004031,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2008-05-03,,-80°C,2022_03_28_WVIC,
CA000004032,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-06-06,,-80°C,2022_03_28_WVIC,
CA000004033,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-06-06,,-80°C,2022_03_28_WVIC,
CA000004034,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2009-10-12,,-80°C,2022_03_28_WVIC,
CA000004035,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Heart,2009-10-12,,-80°C,2022_03_28_WVIC,
CA000004036,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2009-10-12,,-80°C,2022_03_28_WVIC,
CA000004037,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2009-12-16,,-80°C,2022_03_28_WVIC,
CA000004038,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2009-12-16,,-80°C,2022_03_28_WVIC,
CA000004039,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2009-05-20,,-80°C,2022_03_28_WVIC,
CA000004040,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2009-05-20,,-80°C,2022_03_28_WVIC,
CA000004041,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-08-27,,-80°C,2022_03_28_WVIC,
CA000004042,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-08-27,,-80°C,2022_03_28_WVIC,
CA000004043,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-07-01,,-80°C,2022_03_28_WVIC,
CA000004044,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-07-01,,-80°C,2022_03_28_WVIC,
CA000004045,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-08-25,,-80°C,2022_03_28_WVIC,
CA000004046,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-08-25,,-80°C,2022_03_28_WVIC,
CA000004047,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-05-11,,-80°C,2022_03_28_WVIC,
CA000004048,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-05-11,,-80°C,2022_03_28_WVIC,
CA000004049,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2009-07-18,,-80°C,2022_03_28_WVIC,
CA000004050,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2009-07-18,,-80°C,2022_03_28_WVIC,
CA000004051,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Kidney,2009-05-24,,-80°C,2022_03_28_WVIC,
CA000004052,Myotis mystacinus,whiskered bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,,Liver,2009-05-24,,-80°C,2022_03_28_WVIC,
CA000004053,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-08-15,,-80°C,2022_03_28_WVIC,
CA000004054,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-08-15,,-80°C,2022_03_28_WVIC,
CA000004055,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Liver,2009-03-01,,-80°C,2022_03_28_WVIC,
CA000004056,Plecotus auritus,Brown Long-Eared bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,,Kidney,2009-03-01,,-80°C,2022_03_28_WVIC,
CA000004057,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-03-01,,-80°C,2022_03_28_WVIC,
CA000004058,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-03-01,,-80°C,2022_03_28_WVIC,
CA000004059,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-06-18,,-80°C,2022_03_28_WVIC,
CA000004060,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-06-18,,-80°C,2022_03_28_WVIC,
CA000004061,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,2009-08-22,,-80°C,2022_03_28_WVIC,
CA000004062,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,2009-08-22,,-80°C,2022_03_28_WVIC,
CA000004063,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Liver,,,-80°C,2022_03_28_WVIC,
CA000004064,Pipistrellus pipistrellus,Pipistrelle bat,Europe,United Kingdom,,,,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,,Kidney,,,-80°C,2022_03_28_WVIC,
