"species","survival","extinction"
"Aegialomys_ica",0.98,0.02
"Aegialomys_xanthaeolus",0.9995,5e-04
"Aeorestes_cinereus",0.9995,5e-04
"Aeorestes_egregius",0.98,0.02
"Aeorestes_semotus",0.98,0.02
"Aeorestes_villosissimus",0.98,0.02
"Aepeomys_lugens",0.9995,5e-04
"Aepeomys_reigi",0.61,0.39
"Aepyceros_melampus",0.9995,5e-04
"Aepyprymnus_rufescens",0.9995,5e-04
"Aeretes_melanopterus",0.98,0.02
"Aeromys_tephromelas",0.98,0.02
"Aeromys_thomasi",0.9995,5e-04
"Aethalops_aequalis",0.9995,5e-04
"Aethalops_alecto",0.9995,5e-04
"Aethomys_bocagei",0.9995,5e-04
"Aethomys_chrysophilus",0.9995,5e-04
"Aethomys_hindei",0.9995,5e-04
"Aethomys_ineptus",0.9995,5e-04
"Aethomys_kaiseri",0.9995,5e-04
"Aethomys_nyikae",0.9995,5e-04
"Aethomys_silindensis",0.98,0.02
"Aethomys_stannarius",0.98,0.02
"Aethomys_thomasi",0.9995,5e-04
"Ailuropoda_melanoleuca",0.61,0.39
"Ailurops_furvus",0.98,0.02
"Ailurops_melanotis",0,1
"Ailurops_ursinus",0.61,0.39
"Ailurus_fulgens",0.004,0.996
"Akodon_aerosus",0.9995,5e-04
"Akodon_affinis",0.9995,5e-04
"Akodon_albiventer",0.9995,5e-04
"Akodon_azarae",0.9995,5e-04
"Akodon_baliolus",0.98,0.02
"Akodon_boliviensis",0.9995,5e-04
"Akodon_budini",0.9995,5e-04
"Akodon_caenosus",0.98,0.02
"Akodon_cursor",0.9995,5e-04
"Akodon_dayi",0.9995,5e-04
"Akodon_dolores",0.9995,5e-04
"Akodon_fumeus",0.9995,5e-04
"Akodon_iniscatus",0.9995,5e-04
"Akodon_josemariarguedasi",0.98,0.02
"Akodon_juninensis",0.9995,5e-04
"Akodon_kofordi",0.9995,5e-04
"Akodon_lindberghi",0.98,0.02
"Akodon_lutescens",0.9995,5e-04
"Akodon_mimus",0.9995,5e-04
"Akodon_mollis",0.9995,5e-04
"Akodon_montensis",0.9995,5e-04
"Akodon_mystax",0.98,0.02
"Akodon_orientalis",0.98,0.02
"Akodon_orophilus",0.9995,5e-04
"Akodon_paranaensis",0.9995,5e-04
"Akodon_pervalens",0.98,0.02
"Akodon_philipmyersi",0.98,0.02
"Akodon_polopi",0.9995,5e-04
"Akodon_reigi",0.9995,5e-04
"Akodon_sanctipaulensis",0.98,0.02
"Akodon_siberiae",0.98,0.02
"Akodon_simulator",0.9995,5e-04
"Akodon_spegazzinii",0.9995,5e-04
"Akodon_subfuscus",0.9995,5e-04
"Akodon_surdus",0.61,0.39
"Akodon_sylvanus",0.9995,5e-04
"Akodon_toba",0.9995,5e-04
"Akodon_torques",0.9995,5e-04
"Akodon_varius",0.98,0.02
"Alcelaphus_buselaphus",0.9995,5e-04
"Alces_alces",0.9995,5e-04
"Alexandromys_evoronensis",0.98,0.02
"Alexandromys_fortis",0.9995,5e-04
"Alexandromys_gromovi",0.98,0.02
"Alexandromys_kikuchii",0.9995,5e-04
"Alexandromys_limnophilus",0.9995,5e-04
"Alexandromys_maximowiczii",0.9995,5e-04
"Alexandromys_middendorffii",0.9995,5e-04
"Alexandromys_mongolicus",0.9995,5e-04
"Alexandromys_montebelli",0.9995,5e-04
"Alexandromys_mujanensis",0.98,0.02
"Alexandromys_oeconomus",0.9995,5e-04
"Alexandromys_sachalinensis",0.9995,5e-04
"Alionycteris_paucidentata",0.9995,5e-04
"Allactaga_major",0.9995,5e-04
"Allactaga_severtzovi",0.9995,5e-04
"Allactodipus_bobrinskii",0.9995,5e-04
"Allenopithecus_nigroviridis",0.9995,5e-04
"Allocebus_trichotis",0.61,0.39
"Allochrocebus_lhoesti",0.61,0.39
"Allochrocebus_preussi",0.004,0.996
"Allochrocebus_solatus",0.98,0.02
"Allocricetulus_curtatus",0.9995,5e-04
"Allocricetulus_eversmanni",0.9995,5e-04
"Alouatta_arctoidea",0.9995,5e-04
"Alouatta_belzebul",0.61,0.39
"Alouatta_caraya",0.9995,5e-04
"Alouatta_discolor",0.61,0.39
"Alouatta_guariba",0.9995,5e-04
"Alouatta_macconnelli",0.9995,5e-04
"Alouatta_nigerrima",0.9995,5e-04
"Alouatta_palliata",0.9995,5e-04
"Alouatta_pigra",0.004,0.996
"Alouatta_sara",0.9995,5e-04
"Alouatta_seniculus",0.9995,5e-04
"Alouatta_ululata",0.004,0.996
"Alticola_albicaudus",0.98,0.02
"Alticola_argentatus",0.9995,5e-04
"Alticola_barakshin",0.9995,5e-04
"Alticola_lemminus",0.9995,5e-04
"Alticola_montosa",0.61,0.39
"Alticola_olchonensis",0.004,0.996
"Alticola_roylei",0.98,0.02
"Alticola_semicanus",0.9995,5e-04
"Alticola_stoliczkanus",0.9995,5e-04
"Alticola_stracheyi",0.98,0.02
"Alticola_strelzowi",0.9995,5e-04
"Alticola_tuvinicus",0.9995,5e-04
"Amblysomus_corriae",0.98,0.02
"Amblysomus_hottentotus",0.9995,5e-04
"Amblysomus_marleyi",0.004,0.996
"Amblysomus_robustus",0.61,0.39
"Amblysomus_septentrionalis",0.98,0.02
"Ametrida_centurio",0.9995,5e-04
"Ammelaphus_imberbis",0.98,0.02
"Ammodillus_imbellis",0.98,0.02
"Ammodorcas_clarkei",0.61,0.39
"Ammospermophilus_harrisii",0.9995,5e-04
"Ammospermophilus_interpres",0.9995,5e-04
"Ammospermophilus_leucurus",0.9995,5e-04
"Ammospermophilus_nelsoni",0.004,0.996
"Ammotragus_lervia",0.61,0.39
"Amorphochilus_schnablii",0.61,0.39
"Amphinectomys_savamis",0.98,0.02
"Anathana_ellioti",0.9995,5e-04
"Andalgalomys_olrogi",0.9995,5e-04
"Andalgalomys_pearsoni",0.9995,5e-04
"Andalgalomys_roigi",0.98,0.02
"Andinomys_edax",0.9995,5e-04
"Anisomys_imitator",0.9995,5e-04
"Anomalurus_beecrofti",0.9995,5e-04
"Anomalurus_derbianus",0.9995,5e-04
"Anomalurus_pelii",0.98,0.02
"Anomalurus_pusillus",0.9995,5e-04
"Anonymomys_mindorensis",0.98,0.02
"Anotomys_leander",0.004,0.996
"Anoura_aequatoris",0.9995,5e-04
"Anoura_cadenai",0.98,0.02
"Anoura_carishina",0.98,0.02
"Anoura_caudifer",0.9995,5e-04
"Anoura_cultrata",0.9995,5e-04
"Anoura_fistulata",0.98,0.02
"Anoura_geoffroyi",0.9995,5e-04
"Anoura_latidens",0.9995,5e-04
"Anoura_luismanueli",0.9995,5e-04
"Anoura_peruana",0.9995,5e-04
"Anourosorex_assamensis",0.9995,5e-04
"Anourosorex_schmidi",0.98,0.02
"Anourosorex_squamipes",0.9995,5e-04
"Anourosorex_yamashinai",0.9995,5e-04
"Antechinomys_laniger",0.9995,5e-04
"Antechinus_adustus",0.9995,5e-04
"Antechinus_agilis",0.9995,5e-04
"Antechinus_argentus",0.98,0.02
"Antechinus_arktos",0.98,0.02
"Antechinus_bellus",0.61,0.39
"Antechinus_flavipes",0.9995,5e-04
"Antechinus_godmani",0.9995,5e-04
"Antechinus_leo",0.9995,5e-04
"Antechinus_mimetes",0.98,0.02
"Antechinus_minimus",0.9995,5e-04
"Antechinus_mysticus",0.98,0.02
"Antechinus_stuartii",0.9995,5e-04
"Antechinus_subtropicus",0.9995,5e-04
"Antechinus_swainsonii",0.9995,5e-04
"Antechinus_vandycki",0.98,0.02
"Anthops_ornatus",0.98,0.02
"Antidorcas_marsupialis",0.9995,5e-04
"Antilocapra_americana",0.9995,5e-04
"Antilope_cervicapra",0.9995,5e-04
"Antrozous_pallidus",0.9995,5e-04
"Aonyx_capensis",0.98,0.02
"Aonyx_cinereus",0.61,0.39
"Aonyx_congicus",0.98,0.02
"Aotus_azarae",0.9995,5e-04
"Aotus_brumbacki",0.61,0.39
"Aotus_griseimembra",0.61,0.39
"Aotus_jorgehernandezi",0.98,0.02
"Aotus_lemurinus",0.61,0.39
"Aotus_miconax",0.004,0.996
"Aotus_nancymaae",0.61,0.39
"Aotus_nigriceps",0.9995,5e-04
"Aotus_trivirgatus",0.9995,5e-04
"Aotus_vociferans",0.9995,5e-04
"Aotus_zonalis",0.98,0.02
"Aplodontia_rufa",0.9995,5e-04
"Apodemus_agrarius",0.9995,5e-04
"Apodemus_alpicola",0.9995,5e-04
"Apodemus_argenteus",0.9995,5e-04
"Apodemus_avicennicus",0.98,0.02
"Apodemus_chevrieri",0.9995,5e-04
"Apodemus_draco",0.9995,5e-04
"Apodemus_epimelas",0.9995,5e-04
"Apodemus_flavicollis",0.9995,5e-04
"Apodemus_gurkha",0.9995,5e-04
"Apodemus_hyrcanicus",0.98,0.02
"Apodemus_ilex",0.98,0.02
"Apodemus_latronum",0.9995,5e-04
"Apodemus_microps",0.98,0.02
"Apodemus_mystacinus",0.9995,5e-04
"Apodemus_pallipes",0.9995,5e-04
"Apodemus_peninsulae",0.9995,5e-04
"Apodemus_ponticus",0.9995,5e-04
"Apodemus_rusiges",0.9995,5e-04
"Apodemus_speciosus",0.9995,5e-04
"Apodemus_sylvaticus",0.9995,5e-04
"Apodemus_uralensis",0.9995,5e-04
"Apodemus_witherbyi",0.9995,5e-04
"Apomys_abrae",0.9995,5e-04
"Apomys_aurorae",0.9995,5e-04
"Apomys_banahao",0.9995,5e-04
"Apomys_brownorum",0.98,0.02
"Apomys_camiguinensis",0.61,0.39
"Apomys_datae",0.9995,5e-04
"Apomys_gracilirostris",0.9995,5e-04
"Apomys_hylocetes",0.9995,5e-04
"Apomys_insignis",0.9995,5e-04
"Apomys_iridensis",0.9995,5e-04
"Apomys_littoralis",0.98,0.02
"Apomys_lubangensis",0.9995,5e-04
"Apomys_magnus",0.9995,5e-04
"Apomys_microdon",0.9995,5e-04
"Apomys_minganensis",0.9995,5e-04
"Apomys_musculus",0.9995,5e-04
"Apomys_sacobianus",0.9995,5e-04
"Apomys_sierrae",0.9995,5e-04
"Apomys_zambalensis",0.9995,5e-04
"Aproteles_bulmerae",0,1
"Arabitragus_jayakari",0.004,0.996
"Arborimus_albipes",0.9995,5e-04
"Arborimus_longicaudus",0.98,0.02
"Arborimus_pomo",0.98,0.02
"Archboldomys_luzonensis",0.61,0.39
"Archboldomys_maximus",0.98,0.02
"Arctictis_binturong",0.61,0.39
"Arctocebus_aureus",0.9995,5e-04
"Arctocebus_calabarensis",0.98,0.02
"Arctocephalus_australis",0.9995,5e-04
"Arctocephalus_forsteri",0.9995,5e-04
"Arctocephalus_galapagoensis",0.004,0.996
"Arctocephalus_gazella",0.9995,5e-04
"Arctocephalus_philippii",0.9995,5e-04
"Arctocephalus_pusillus",0.9995,5e-04
"Arctocephalus_townsendi",0.9995,5e-04
"Arctocephalus_tropicalis",0.9995,5e-04
"Arctogalidia_stigmatica",0.98,0.02
"Arctogalidia_trivirgata",0.9995,5e-04
"Arctonyx_albogularis",0.9995,5e-04
"Arctonyx_collaris",0.61,0.39
"Arctonyx_hoevenii",0.9995,5e-04
"Ardops_nichollsi",0.9995,5e-04
"Arielulus_aureocollaris",0.9995,5e-04
"Arielulus_circumdatus",0.9995,5e-04
"Arielulus_cuprosus",0.61,0.39
"Arielulus_societatis",0.61,0.39
"Arielulus_torquatus",0.9995,5e-04
"Ariteus_flavescens",0.9995,5e-04
"Artibeus_amplus",0.9995,5e-04
"Artibeus_fimbriatus",0.9995,5e-04
"Artibeus_fraterculus",0.9995,5e-04
"Artibeus_hirsutus",0.9995,5e-04
"Artibeus_inopinatus",0.98,0.02
"Artibeus_jamaicensis",0.9995,5e-04
"Artibeus_lituratus",0.9995,5e-04
"Artibeus_obscurus",0.9995,5e-04
"Artibeus_planirostris",0.9995,5e-04
"Artibeus_schwartzi",0.98,0.02
"Arvicanthis_abyssinicus",0.9995,5e-04
"Arvicanthis_ansorgei",0.9995,5e-04
"Arvicanthis_blicki",0.98,0.02
"Arvicanthis_nairobae",0.9995,5e-04
"Arvicanthis_neumanni",0.9995,5e-04
"Arvicanthis_niloticus",0.9995,5e-04
"Arvicanthis_rufinus",0.9995,5e-04
"Arvicola_amphibius",0.9995,5e-04
"Arvicola_italicus",0.98,0.02
"Arvicola_sapidus",0.61,0.39
"Arvicola_scherman",0.9995,5e-04
"Asellia_arabica",0.98,0.02
"Asellia_italosomalica",0.98,0.02
"Asellia_patrizii",0.9995,5e-04
"Asellia_tridens",0.9995,5e-04
"Aselliscus_dongbacana",0.98,0.02
"Aselliscus_stoliczkanus",0.9995,5e-04
"Aselliscus_tricuspidatus",0.9995,5e-04
"Atelerix_albiventris",0.9995,5e-04
"Atelerix_algirus",0.9995,5e-04
"Atelerix_frontalis",0.9995,5e-04
"Atelerix_sclateri",0.9995,5e-04
"Ateles_belzebuth",0.004,0.996
"Ateles_chamek",0.004,0.996
"Ateles_fusciceps",0,1
"Ateles_geoffroyi",0.004,0.996
"Ateles_hybridus",0,1
"Ateles_marginatus",0.004,0.996
"Ateles_paniscus",0.61,0.39
"Atelocynus_microtis",0.98,0.02
"Atherurus_africanus",0.9995,5e-04
"Atherurus_macrourus",0.9995,5e-04
"Atilax_paludinosus",0.9995,5e-04
"Atlantoxerus_getulus",0.9995,5e-04
"Auliscomys_boliviensis",0.9995,5e-04
"Auliscomys_pictus",0.9995,5e-04
"Auliscomys_sublimis",0.9995,5e-04
"Austronomus_australis",0.9995,5e-04
"Austronomus_kuboriensis",0.9995,5e-04
"Avahi_betsileo",0.004,0.996
"Avahi_cleesei",0.004,0.996
"Avahi_laniger",0.61,0.39
"Avahi_meridionalis",0.004,0.996
"Avahi_mooreorum",0.004,0.996
"Avahi_occidentalis",0.004,0.996
"Avahi_peyrierasi",0.61,0.39
"Avahi_ramanantsoavanai",0.61,0.39
"Avahi_unicolor",0.004,0.996
"Axis_axis",0.9995,5e-04
"Axis_calamianensis",0.004,0.996
"Axis_kuhlii",0,1
"Axis_porcinus",0.004,0.996
"Babyrousa_babyrussa",0.61,0.39
"Babyrousa_celebensis",0.61,0.39
"Babyrousa_togeanensis",0.004,0.996
"Baiomys_musculus",0.9995,5e-04
"Baiomys_taylori",0.9995,5e-04
"Baiyankamys_habbema",0.98,0.02
"Baiyankamys_shawmayeri",0.9995,5e-04
"Balaena_mysticetus",0.9995,5e-04
"Balaenoptera_acutorostrata",0.9995,5e-04
"Balaenoptera_bonaerensis",0.98,0.02
"Balaenoptera_borealis",0.004,0.996
"Balaenoptera_edeni",0.9995,5e-04
"Balaenoptera_musculus",0.004,0.996
"Balaenoptera_omurai",0.98,0.02
"Balaenoptera_physalus",0.61,0.39
"Balantiopteryx_infusca",0.61,0.39
"Balantiopteryx_io",0.61,0.39
"Balantiopteryx_plicata",0.9995,5e-04
"Balionycteris_maculata",0.9995,5e-04
"Bandicota_bengalensis",0.9995,5e-04
"Bandicota_indica",0.9995,5e-04
"Bandicota_savilei",0.9995,5e-04
"Barbastella_barbastellus",0.98,0.02
"Barbastella_beijingensis",0.98,0.02
"Barbastella_caspica",0.98,0.02
"Barbastella_darjelingensis",0.98,0.02
"Barbastella_leucomelas",0.9995,5e-04
"Bassaricyon_alleni",0.9995,5e-04
"Bassaricyon_gabbii",0.9995,5e-04
"Bassaricyon_medius",0.9995,5e-04
"Bassaricyon_neblina",0.98,0.02
"Bassariscus_astutus",0.9995,5e-04
"Bassariscus_sumichrasti",0.9995,5e-04
"Bathyergus_janetta",0.9995,5e-04
"Bathyergus_suillus",0.9995,5e-04
"Batomys_dentatus",0.98,0.02
"Batomys_granti",0.9995,5e-04
"Batomys_hamiguitan",0.98,0.02
"Batomys_russatus",0.004,0.996
"Batomys_salomonseni",0.9995,5e-04
"Batomys_uragon",0.9995,5e-04
"Bauerus_dubiaquercus",0.98,0.02
"Bdeogale_crassicauda",0.9995,5e-04
"Bdeogale_jacksoni",0.98,0.02
"Bdeogale_nigripes",0.9995,5e-04
"Bdeogale_omnivora",0.61,0.39
"Beamys_hindei",0.9995,5e-04
"Beamys_major",0.98,0.02
"Beatragus_hunteri",0,1
"Belomys_pearsonii",0.98,0.02
"Berardius_arnuxii",0.98,0.02
"Berardius_bairdii",0.98,0.02
"Berylmys_berdmorei",0.9995,5e-04
"Berylmys_bowersi",0.9995,5e-04
"Berylmys_mackenziei",0.98,0.02
"Berylmys_manipulus",0.98,0.02
"Bettongia_gaimardi",0.98,0.02
"Bettongia_lesueur",0.98,0.02
"Bettongia_penicillata",0,1
"Bettongia_tropica",0.004,0.996
"Bibimys_chacoensis",0.9995,5e-04
"Bibimys_labiosus",0.9995,5e-04
"Bibimys_torresi",0.61,0.39
"Bos_bison",0.98,0.02
"Bos_bonasus",0.61,0.39
"Biswamoyopterus_biswasi",0,1
"Biswamoyopterus_laoensis",0.98,0.02
"Blarina_brevicauda",0.9995,5e-04
"Blarina_carolinensis",0.9995,5e-04
"Blarina_hylophaga",0.9995,5e-04
"Blarinella_griselda",0.9995,5e-04
"Blarinella_quadraticauda",0.98,0.02
"Blarinella_wardi",0.9995,5e-04
"Blarinomys_breviceps",0.9995,5e-04
"Blastocerus_dichotomus",0.61,0.39
"Boneia_bidens",0.61,0.39
"Bos_frontalis",0.61,0.39
"Bos_grunniens",0.98,0.02
"Bos_javanicus",0.004,0.996
"Bos_mutus",0.61,0.39
"Bos_sauveli",0,1
"Boselaphus_tragocamelus",0.9995,5e-04
"Brachiones_przewalskii",0.9995,5e-04
"Brachylagus_idahoensis",0.9995,5e-04
"Brachyphylla_cavernarum",0.9995,5e-04
"Brachyphylla_nana",0.9995,5e-04
"Brachytarsomys_albicauda",0.9995,5e-04
"Brachytarsomys_villosa",0.61,0.39
"Brachyteles_arachnoides",0,1
"Brachyteles_hypoxanthus",0,1
"Brachyuromys_betsileoensis",0.9995,5e-04
"Brachyuromys_ramirohitra",0.9995,5e-04
"Bradypus_pygmaeus",0,1
"Bradypus_torquatus",0.61,0.39
"Bradypus_tridactylus",0.9995,5e-04
"Bradypus_variegatus",0.9995,5e-04
"Brassomys_albidens",0.98,0.02
"Brucepattersonius_griserufescens",0.98,0.02
"Brucepattersonius_guarani",0.98,0.02
"Brucepattersonius_igniventris",0.98,0.02
"Brucepattersonius_iheringi",0.9995,5e-04
"Brucepattersonius_misionensis",0.98,0.02
"Brucepattersonius_paradisus",0.98,0.02
"Brucepattersonius_soricinus",0.98,0.02
"Bubalus_arnee",0.004,0.996
"Bubalus_bubalis",0.98,0.02
"Bubalus_depressicornis",0.004,0.996
"Bubalus_mindorensis",0,1
"Bubalus_quarlesi",0.004,0.996
"Budorcas_taxicolor",0.61,0.39
"Bullimus_bagobus",0.9995,5e-04
"Bullimus_gamay",0.61,0.39
"Bullimus_luzonicus",0.9995,5e-04
"Bunolagus_monticularis",0,1
"Bunomys_andrewsi",0.9995,5e-04
"Bunomys_chrysocomus",0.9995,5e-04
"Bunomys_coelestis",0.004,0.996
"Bunomys_fratrorum",0.61,0.39
"Bunomys_karokophilus",0.98,0.02
"Bunomys_penitus",0.9995,5e-04
"Bunomys_prolatus",0.004,0.996
"Bunomys_torajae",0.98,0.02
"Burramys_parvus",0,1
"Cabassous_centralis",0.98,0.02
"Cabassous_chacoensis",0.98,0.02
"Cabassous_tatouay",0.9995,5e-04
"Cabassous_unicinctus",0.9995,5e-04
"Cabreramops_aequatorianus",0.004,0.996
"Cacajao_calvus",0.61,0.39
"Cacajao_melanocephalus",0.9995,5e-04
"Cacajao_ouakary",0.98,0.02
"Caenolestes_caniventer",0.98,0.02
"Caenolestes_condorensis",0.61,0.39
"Caenolestes_convelatus",0.61,0.39
"Caenolestes_fuliginosus",0.9995,5e-04
"Caenolestes_sangay",0.61,0.39
"Calassomys_apicalis",0.98,0.02
"Calcochloris_obtusirostris",0.9995,5e-04
"Calcochloris_tytonis",0.98,0.02
"Callicebus_barbarabrownae",0,1
"Callicebus_coimbrai",0.004,0.996
"Callicebus_melanochir",0.61,0.39
"Callicebus_nigrifrons",0.98,0.02
"Callicebus_personatus",0.61,0.39
"Callimico_goeldii",0.61,0.39
"Callistomys_pictus",0.004,0.996
"Callithrix_aurita",0.004,0.996
"Callithrix_flaviceps",0.004,0.996
"Callithrix_geoffroyi",0.9995,5e-04
"Callithrix_jacchus",0.9995,5e-04
"Callithrix_kuhlii",0.61,0.39
"Callithrix_penicillata",0.9995,5e-04
"Callorhinus_ursinus",0.61,0.39
"Callosciurus_adamsi",0.98,0.02
"Callosciurus_baluensis",0.9995,5e-04
"Callosciurus_caniceps",0.9995,5e-04
"Callosciurus_erythraeus",0.9995,5e-04
"Callosciurus_finlaysonii",0.9995,5e-04
"Callosciurus_inornatus",0.9995,5e-04
"Callosciurus_melanogaster",0.61,0.39
"Callosciurus_nigrovittatus",0.9995,5e-04
"Callosciurus_notatus",0.9995,5e-04
"Callosciurus_orestes",0.9995,5e-04
"Callosciurus_phayrei",0.9995,5e-04
"Callosciurus_prevostii",0.9995,5e-04
"Callosciurus_pygerythrus",0.9995,5e-04
"Callosciurus_quinquestriatus",0.9995,5e-04
"Callospermophilus_lateralis",0.9995,5e-04
"Callospermophilus_madrensis",0.98,0.02
"Callospermophilus_saturatus",0.9995,5e-04
"Calomys_achaku",0.98,0.02
"Calomys_boliviae",0.9995,5e-04
"Calomys_callidus",0.9995,5e-04
"Calomys_callosus",0.9995,5e-04
"Calomys_cerqueirai",0.98,0.02
"Calomys_chinchilico",0.98,0.02
"Calomys_expulsus",0.9995,5e-04
"Calomys_frida",0.98,0.02
"Calomys_hummelincki",0.9995,5e-04
"Calomys_laucha",0.9995,5e-04
"Calomys_lepidus",0.9995,5e-04
"Calomys_mattevii",0.98,0.02
"Calomys_miurus",0.98,0.02
"Calomys_musculinus",0.9995,5e-04
"Calomys_sorellus",0.9995,5e-04
"Calomys_tener",0.9995,5e-04
"Calomys_tocantinsi",0.9995,5e-04
"Calomys_venustus",0.9995,5e-04
"Calomyscus_bailwardi",0.9995,5e-04
"Calomyscus_baluchi",0.9995,5e-04
"Calomyscus_elburzensis",0.9995,5e-04
"Calomyscus_grandis",0.98,0.02
"Calomyscus_hotsoni",0.9995,5e-04
"Calomyscus_mystax",0.9995,5e-04
"Calomyscus_tsolovi",0.98,0.02
"Calomyscus_urartensis",0.9995,5e-04
"Caluromys_derbianus",0.9995,5e-04
"Caluromys_lanatus",0.9995,5e-04
"Caluromys_philander",0.9995,5e-04
"Caluromysiops_irrupta",0.9995,5e-04
"Calyptophractus_retusus",0.98,0.02
"Camelus_bactrianus",0,1
"Camelus_dromedarius",0.98,0.02
"Canis_adustus",0.9995,5e-04
"Canis_anthus",0.9995,5e-04
"Canis_aureus",0.9995,5e-04
"Canis_latrans",0.9995,5e-04
"Canis_lupus",0.9995,5e-04
"Canis_lycaon",0.98,0.02
"Canis_mesomelas",0.9995,5e-04
"Canis_rufus",0,1
"Canis_simensis",0.004,0.996
"Cannomys_badius",0.9995,5e-04
"Cansumys_canus",0.9995,5e-04
"Caperea_marginata",0.9995,5e-04
"Capra_aegagrus",0.61,0.39
"Capra_caucasica",0.004,0.996
"Capra_cylindricornis",0.98,0.02
"Capra_falconeri",0.98,0.02
"Capra_hircus",0.98,0.02
"Capra_ibex",0.9995,5e-04
"Capra_nubiana",0.61,0.39
"Capra_pyrenaica",0.9995,5e-04
"Capra_sibirica",0.9995,5e-04
"Capra_walie",0.004,0.996
"Capreolus_capreolus",0.9995,5e-04
"Capreolus_pygargus",0.9995,5e-04
"Capricornis_crispus",0.9995,5e-04
"Capricornis_milneedwardsii",0.98,0.02
"Capricornis_rubidus",0.98,0.02
"Capricornis_sumatraensis",0.61,0.39
"Capricornis_swinhoei",0.9995,5e-04
"Capricornis_thar",0.98,0.02
"Caprolagus_hispidus",0.004,0.996
"Capromys_pilorides",0.9995,5e-04
"Caracal_aurata",0.61,0.39
"Caracal_caracal",0.9995,5e-04
"Cardiocranius_paradoxus",0.98,0.02
"Cardioderma_cor",0.9995,5e-04
"Carlito_syrichta",0.98,0.02
"Carollia_benkeithi",0.9995,5e-04
"Carollia_brevicauda",0.9995,5e-04
"Carollia_castanea",0.9995,5e-04
"Carollia_colombiana",0.98,0.02
"Carollia_manu",0.9995,5e-04
"Carollia_monohernandezi",0.98,0.02
"Carollia_perspicillata",0.9995,5e-04
"Carollia_sowelli",0.9995,5e-04
"Carollia_subrufa",0.9995,5e-04
"Carpitalpa_arendsi",0.61,0.39
"Carpomys_melanurus",0.98,0.02
"Carpomys_phaeurus",0.9995,5e-04
"Carterodon_sulcidens",0.98,0.02
"Caryomys_eva",0.9995,5e-04
"Caryomys_inez",0.9995,5e-04
"Casinycteris_argynnis",0.9995,5e-04
"Casinycteris_campomaanensis",0.98,0.02
"Casinycteris_ophiodon",0.98,0.02
"Castor_canadensis",0.9995,5e-04
"Castor_fiber",0.9995,5e-04
"Castoria_serrensis",0.9995,5e-04
"Catagonus_wagneri",0.004,0.996
"Catopuma_badia",0.004,0.996
"Catopuma_temminckii",0.98,0.02
"Cavia_aperea",0.9995,5e-04
"Cavia_fulgida",0.9995,5e-04
"Cavia_intermedia",0,1
"Cavia_magna",0.9995,5e-04
"Cavia_patzelti",0.98,0.02
"Cavia_porcellus",0.98,0.02
"Cavia_tschudii",0.9995,5e-04
"Cebuella_pygmaea",0.61,0.39
"Cebus_aequatorialis",0,1
"Cebus_albifrons",0.9995,5e-04
"Cebus_brunneus",0.9995,5e-04
