"species","survival","extinction"
"Dendrogale_melanura",0.98,0.02
"Dendrogale_murina",0.9995,5e-04
"Dendrohyrax_arboreus",0.9995,5e-04
"Dendrohyrax_dorsalis",0.9995,5e-04
"Dendrohyrax_validus",0.98,0.02
"Dendrolagus_bennettianus",0.98,0.02
"Dendrolagus_dorianus",0.61,0.39
"Dendrolagus_goodfellowi",0.004,0.996
"Dendrolagus_inustus",0.61,0.39
"Dendrolagus_lumholtzi",0.98,0.02
"Dendrolagus_matschiei",0.004,0.996
"Dendrolagus_mayri",0,1
"Dendrolagus_mbaiso",0.004,0.996
"Dendrolagus_notatus",0.004,0.996
"Dendrolagus_pulcherrimus",0,1
"Dendrolagus_scottae",0,1
"Dendrolagus_spadix",0.61,0.39
"Dendrolagus_stellarum",0.61,0.39
"Dendrolagus_ursinus",0.61,0.39
"Dendromus_insignis",0.9995,5e-04
"Dendromus_kahuziensis",0,1
"Dendromus_lachaisei",0.98,0.02
"Dendromus_leucostomus",0.98,0.02
"Dendromus_lovati",0.9995,5e-04
"Dendromus_melanotis",0.9995,5e-04
"Dendromus_mesomelas",0.9995,5e-04
"Dendromus_messorius",0.9995,5e-04
"Dendromus_mystacalis",0.9995,5e-04
"Dendromus_nyasae",0.9995,5e-04
"Dendromus_nyikae",0.9995,5e-04
"Dendromus_oreas",0.9995,5e-04
"Dendromus_ruppi",0.98,0.02
"Dendromus_vernayi",0.98,0.02
"Dendroprionomys_rousseloti",0.98,0.02
"Deomys_ferrugineus",0.9995,5e-04
"Dephomys_defua",0.9995,5e-04
"Dephomys_eburneae",0.98,0.02
"Dermanura_anderseni",0.9995,5e-04
"Dermanura_azteca",0.9995,5e-04
"Dermanura_bogotensis",0.9995,5e-04
"Dermanura_cinerea",0.9995,5e-04
"Dermanura_glauca",0.9995,5e-04
"Dermanura_gnoma",0.9995,5e-04
"Dermanura_incomitatus",0.98,0.02
"Dermanura_phaeotis",0.9995,5e-04
"Dermanura_rava",0.9995,5e-04
"Dermanura_rosenbergii",0.98,0.02
"Dermanura_tolteca",0.9995,5e-04
"Dermanura_watsoni",0.9995,5e-04
"Desmalopex_leucopterus",0.9995,5e-04
"Desmalopex_microleucopterus",0.004,0.996
"Desmana_moschata",0.004,0.996
"Desmodilliscus_braueri",0.9995,5e-04
"Desmodillus_auricularis",0.9995,5e-04
"Desmodus_rotundus",0.9995,5e-04
"Desmomys_harringtoni",0.9995,5e-04
"Desmomys_yaldeni",0.61,0.39
"Diaemus_youngi",0.9995,5e-04
"Dicerorhinus_sumatrensis",0,1
"Diceros_bicornis",0,1
"Diclidurus_albus",0.9995,5e-04
"Diclidurus_ingens",0.98,0.02
"Diclidurus_isabellus",0.9995,5e-04
"Diclidurus_scutatus",0.9995,5e-04
"Dicrostonyx_groenlandicus",0.9995,5e-04
"Dicrostonyx_hudsonius",0.9995,5e-04
"Dicrostonyx_nelsoni",0.9995,5e-04
"Dicrostonyx_nunatakensis",0.9995,5e-04
"Dicrostonyx_richardsoni",0.9995,5e-04
"Dicrostonyx_torquatus",0.9995,5e-04
"Dicrostonyx_unalascensis",0.98,0.02
"Dicrostonyx_vinogradovi",0.98,0.02
"Didelphis_albiventris",0.9995,5e-04
"Didelphis_aurita",0.9995,5e-04
"Didelphis_imperfecta",0.9995,5e-04
"Didelphis_marsupialis",0.9995,5e-04
"Didelphis_pernigra",0.9995,5e-04
"Didelphis_virginiana",0.9995,5e-04
"Dinaromys_bogdanovi",0.61,0.39
"Dinomys_branickii",0.9995,5e-04
"Diomys_crumpi",0.98,0.02
"Diphylla_ecaudata",0.9995,5e-04
"Diplogale_hosei",0.61,0.39
"Diplomesodon_pulchellum",0.9995,5e-04
"Diplomys_caniceps",0.98,0.02
"Diplomys_labilis",0.9995,5e-04
"Diplothrix_legata",0.004,0.996
"Dipodomys_agilis",0.9995,5e-04
"Dipodomys_californicus",0.9995,5e-04
"Dipodomys_compactus",0.9995,5e-04
"Dipodomys_deserti",0.9995,5e-04
"Dipodomys_elator",0.61,0.39
"Dipodomys_gravipes",0,1
"Dipodomys_heermanni",0.9995,5e-04
"Dipodomys_ingens",0.004,0.996
"Dipodomys_merriami",0.9995,5e-04
"Dipodomys_microps",0.9995,5e-04
"Dipodomys_nelsoni",0.9995,5e-04
"Dipodomys_nitratoides",0.61,0.39
"Dipodomys_ordii",0.9995,5e-04
"Dipodomys_ornatus",0.9995,5e-04
"Dipodomys_panamintinus",0.9995,5e-04
"Dipodomys_phillipsii",0.9995,5e-04
"Dipodomys_simulans",0.9995,5e-04
"Dipodomys_spectabilis",0.98,0.02
"Dipodomys_stephensi",0.61,0.39
"Dipodomys_venustus",0.9995,5e-04
"Dipus_sagitta",0.9995,5e-04
"Distoechurus_pennatus",0.9995,5e-04
"Dobsonia_anderseni",0.9995,5e-04
"Dobsonia_beauforti",0.9995,5e-04
"Dobsonia_chapmani",0,1
"Dobsonia_crenulata",0.9995,5e-04
"Dobsonia_emersa",0.61,0.39
"Dobsonia_exoleta",0.9995,5e-04
"Dobsonia_inermis",0.9995,5e-04
"Dobsonia_minor",0.9995,5e-04
"Dobsonia_moluccensis",0.9995,5e-04
"Dobsonia_pannietensis",0.98,0.02
"Dobsonia_peronii",0.9995,5e-04
"Dobsonia_praedatrix",0.9995,5e-04
"Dobsonia_viridis",0.9995,5e-04
"Dolichotis_patagonum",0.98,0.02
"Dolichotis_salinicola",0.9995,5e-04
"Dologale_dybowskii",0.98,0.02
"Dorcatragus_megalotis",0.61,0.39
"Dorcopsis_atrata",0,1
"Dorcopsis_hageni",0.9995,5e-04
"Dorcopsis_luctuosa",0.61,0.39
"Dorcopsis_muelleri",0.9995,5e-04
"Dorcopsulus_macleayi",0.9995,5e-04
"Dorcopsulus_vanheurni",0.98,0.02
"Doryrhina_cyclops",0.9995,5e-04
"Dremomys_gularis",0.98,0.02
"Dremomys_lokriah",0.9995,5e-04
"Dremomys_pernyi",0.9995,5e-04
"Dremomys_pyrrhomerus",0.9995,5e-04
"Dremomys_rufigenis",0.9995,5e-04
"Dromiciops_bozinovici",0.98,0.02
"Dromiciops_gliroides",0.98,0.02
"Dromiciops_mondaca",0.98,0.02
"Dryadonycteris_capixaba",0.98,0.02
"Drymoreomys_albimaculatus",0.98,0.02
"Dryomys_laniger",0.98,0.02
"Dryomys_niethammeri",0.61,0.39
"Dryomys_nitedula",0.9995,5e-04
"Dugong_dugon",0.61,0.39
"Dyacopterus_brooksi",0.61,0.39
"Dyacopterus_rickarti",0.98,0.02
"Dyacopterus_spadiceus",0.98,0.02
"Dymecodon_pilirostris",0.9995,5e-04
"Echimys_chrysurus",0.9995,5e-04
"Echimys_saturnus",0.98,0.02
"Echimys_vieirai",0.98,0.02
"Echinops_telfairi",0.9995,5e-04
"Echinosorex_gymnura",0.9995,5e-04
"Echiothrix_centrosa",0.61,0.39
"Echiothrix_leucura",0.004,0.996
"Echymipera_clara",0.9995,5e-04
"Echymipera_davidi",0.004,0.996
"Echymipera_echinista",0.98,0.02
"Echymipera_kalubu",0.9995,5e-04
"Echymipera_rufescens",0.9995,5e-04
"Ectophylla_alba",0.98,0.02
"Eidolon_dupreanum",0.61,0.39
"Eidolon_helvum",0.98,0.02
"Eira_barbara",0.9995,5e-04
"Elaphodus_cephalophus",0.98,0.02
"Elaphurus_davidianus",0,1
"Elephantulus_brachyrhynchus",0.9995,5e-04
"Elephantulus_edwardii",0.9995,5e-04
"Elephantulus_fuscipes",0.98,0.02
"Elephantulus_fuscus",0.98,0.02
"Elephantulus_intufi",0.9995,5e-04
"Elephantulus_myurus",0.9995,5e-04
"Elephantulus_pilicaudus",0.98,0.02
"Elephantulus_revoili",0.98,0.02
"Elephantulus_rufescens",0.9995,5e-04
"Elephantulus_rupestris",0.9995,5e-04
"Elephas_maximus",0.004,0.996
"Eligmodontia_bolsonensis",0.98,0.02
"Eligmodontia_dunaris",0.98,0.02
"Eligmodontia_hirtipes",0.98,0.02
"Eligmodontia_moreni",0.9995,5e-04
"Eligmodontia_morgani",0.9995,5e-04
"Eligmodontia_puerulus",0.9995,5e-04
"Eligmodontia_typus",0.9995,5e-04
"Eliomys_melanurus",0.9995,5e-04
"Eliomys_munbyanus",0.9995,5e-04
"Eliomys_quercinus",0.98,0.02
"Eliurus_antsingy",0.98,0.02
"Eliurus_carletoni",0.9995,5e-04
"Eliurus_danieli",0.9995,5e-04
"Eliurus_ellermani",0.98,0.02
"Eliurus_grandidieri",0.9995,5e-04
"Eliurus_majori",0.9995,5e-04
"Eliurus_minor",0.9995,5e-04
"Eliurus_myoxinus",0.9995,5e-04
"Eliurus_penicillatus",0.004,0.996
"Eliurus_petteri",0.004,0.996
"Eliurus_tanala",0.9995,5e-04
"Eliurus_webbi",0.9995,5e-04
"Ellobius_alaicus",0.98,0.02
"Ellobius_fuscocapillus",0.9995,5e-04
"Ellobius_lutescens",0.9995,5e-04
"Ellobius_talpinus",0.9995,5e-04
"Ellobius_tancrei",0.9995,5e-04
"Emballonura_alecto",0.9995,5e-04
"Emballonura_beccarii",0.9995,5e-04
"Emballonura_dianae",0.9995,5e-04
"Emballonura_furax",0.9995,5e-04
"Emballonura_monticola",0.9995,5e-04
"Emballonura_raffrayana",0.9995,5e-04
"Emballonura_semicaudata",0.004,0.996
"Emballonura_serii",0.61,0.39
"Enchisthenes_hartii",0.9995,5e-04
"Enhydra_lutris",0.004,0.996
"Eoglaucomys_fimbriatus",0.9995,5e-04
"Eolagurus_luteus",0.9995,5e-04
"Eolagurus_przewalskii",0.9995,5e-04
"Eonycteris_major",0.98,0.02
"Eonycteris_robusta",0.98,0.02
"Eonycteris_spelaea",0.9995,5e-04
"Eospalax_baileyi",0.98,0.02
"Eospalax_cansus",0.98,0.02
"Eospalax_fontanierii",0.9995,5e-04
"Eospalax_rothschildi",0.9995,5e-04
"Eospalax_rufescens",0.98,0.02
"Eospalax_smithii",0.9995,5e-04
"Eothenomys_chinensis",0.9995,5e-04
"Eothenomys_custos",0.9995,5e-04
"Eothenomys_eleusis",0.98,0.02
"Eothenomys_hintoni",0.98,0.02
"Eothenomys_melanogaster",0.9995,5e-04
"Eothenomys_miletus",0.9995,5e-04
"Eothenomys_olitor",0.9995,5e-04
"Eothenomys_proditor",0.98,0.02
"Eothenomys_tarquinius",0.98,0.02
"Eothenomys_wardi",0.98,0.02
"Eozapus_setchuanus",0.9995,5e-04
"Episoriculus_baileyi",0.98,0.02
"Episoriculus_caudatus",0.9995,5e-04
"Episoriculus_fumidus",0.9995,5e-04
"Episoriculus_leucops",0.9995,5e-04
"Episoriculus_macrurus",0.9995,5e-04
"Episoriculus_sacratus",0.98,0.02
"Epixerus_ebii",0.9995,5e-04
"Epomophorus_angolensis",0.98,0.02
"Epomophorus_anselli",0.98,0.02
"Epomophorus_crypturus",0.9995,5e-04
"Epomophorus_dobsonii",0.9995,5e-04
"Epomophorus_gambianus",0.9995,5e-04
"Epomophorus_grandis",0.98,0.02
"Epomophorus_labiatus",0.9995,5e-04
"Epomophorus_minimus",0.9995,5e-04
"Epomophorus_minor",0.9995,5e-04
"Epomophorus_wahlbergi",0.9995,5e-04
"Epomops_buettikoferi",0.9995,5e-04
"Epomops_franqueti",0.9995,5e-04
"Eptesicus_anatolicus",0.98,0.02
"Eptesicus_andinus",0.9995,5e-04
"Eptesicus_bottae",0.9995,5e-04
"Eptesicus_brasiliensis",0.9995,5e-04
"Eptesicus_chiriquinus",0.9995,5e-04
"Eptesicus_diminutus",0.9995,5e-04
"Eptesicus_dimissus",0.98,0.02
"Eptesicus_floweri",0.9995,5e-04
"Eptesicus_furinalis",0.9995,5e-04
"Eptesicus_fuscus",0.9995,5e-04
"Eptesicus_gobiensis",0.9995,5e-04
"Eptesicus_guadeloupensis",0.004,0.996
"Eptesicus_hottentotus",0.9995,5e-04
"Eptesicus_innoxius",0.98,0.02
"Eptesicus_isabellinus",0.9995,5e-04
"Eptesicus_japonensis",0.004,0.996
"Eptesicus_kobayashii",0.98,0.02
"Eptesicus_lobatus",0.98,0.02
"Eptesicus_lynni",0.98,0.02
"Eptesicus_nilssonii",0.9995,5e-04
"Eptesicus_ognevi",0.98,0.02
"Eptesicus_pachyomus",0.9995,5e-04
"Eptesicus_pachyotis",0.9995,5e-04
"Eptesicus_platyops",0.98,0.02
"Eptesicus_serotinus",0.9995,5e-04
"Eptesicus_taddeii",0.98,0.02
"Eptesicus_tatei",0.98,0.02
"Equus_africanus",0,1
"Equus_asinus",0.98,0.02
"Equus_caballus",0.98,0.02
"Equus_ferus",0.004,0.996
"Equus_grevyi",0.004,0.996
"Equus_hemionus",0.98,0.02
"Equus_kiang",0.9995,5e-04
"Equus_quagga",0.98,0.02
"Equus_zebra",0.61,0.39
"Eremitalpa_granti",0.9995,5e-04
"Eremodipus_lichtensteini",0.9995,5e-04
"Eremoryzomys_mesocaudis",0.98,0.02
"Eremoryzomys_polius",0.98,0.02
"Erethizon_dorsatum",0.9995,5e-04
"Erignathus_barbatus",0.9995,5e-04
"Erinaceus_amurensis",0.9995,5e-04
"Erinaceus_concolor",0.9995,5e-04
"Erinaceus_europaeus",0.9995,5e-04
"Erinaceus_roumanicus",0.9995,5e-04
"Eropeplus_canus",0.61,0.39
"Erophylla_bombifrons",0.9995,5e-04
"Erophylla_sezekorni",0.9995,5e-04
"Erythrocebus_patas",0.9995,5e-04
"Eschrichtius_robustus",0.9995,5e-04
"Eubalaena_australis",0.9995,5e-04
"Eubalaena_glacialis",0.004,0.996
"Eubalaena_japonica",0.004,0.996
"Euchoreutes_naso",0.9995,5e-04
"Euderma_maculatum",0.9995,5e-04
"Eudiscoderma_thongareeae",0,1
"Eudiscopus_denticulus",0.9995,5e-04
"Eudorcas_albonotata",0.9995,5e-04
"Eudorcas_rufifrons",0.61,0.39
"Eudorcas_rufina",0.98,0.02
"Eudorcas_thomsonii",0.9995,5e-04
"Eudorcas_tilonura",0.004,0.996
"Eulemur_albifrons",0.004,0.996
"Eulemur_cinereiceps",0,1
"Eulemur_collaris",0.004,0.996
"Eulemur_coronatus",0.004,0.996
"Eulemur_flavifrons",0,1
"Eulemur_fulvus",0.98,0.02
"Eulemur_macaco",0.61,0.39
"Eulemur_mongoz",0,1
"Eulemur_rubriventer",0.61,0.39
"Eulemur_rufifrons",0.98,0.02
"Eulemur_rufus",0.61,0.39
"Eulemur_sanfordi",0.004,0.996
"Eumetopias_jubatus",0.98,0.02
"Eumops_auripendulus",0.9995,5e-04
"Eumops_bonariensis",0.9995,5e-04
"Eumops_chimaera",0.98,0.02
"Eumops_chiribaya",0.98,0.02
"Eumops_dabbenei",0.9995,5e-04
"Eumops_delticus",0.98,0.02
"Eumops_ferox",0.9995,5e-04
"Eumops_floridanus",0.61,0.39
"Eumops_glaucinus",0.9995,5e-04
"Eumops_hansae",0.9995,5e-04
"Eumops_maurus",0.98,0.02
"Eumops_nanus",0.9995,5e-04
"Eumops_patagonicus",0.9995,5e-04
"Eumops_perotis",0.9995,5e-04
"Eumops_trumbulli",0.9995,5e-04
"Eumops_underwoodi",0.9995,5e-04
"Eumops_wilsoni",0.98,0.02
"Euneomys_chinchilloides",0.98,0.02
"Euneomys_fossor",0.98,0.02
"Euneomys_mordax",0.9995,5e-04
"Euneomys_petersoni",0.9995,5e-04
"Euoticus_elegantulus",0.9995,5e-04
"Euoticus_pallidus",0.9995,5e-04
"Eupetaurus_cinereus",0.004,0.996
"Euphractus_sexcinctus",0.9995,5e-04
"Eupleres_goudotii",0.61,0.39
"Eupleres_major",0.004,0.996
"Euroscaptor_grandis",0.9995,5e-04
"Euroscaptor_klossi",0.9995,5e-04
"Euroscaptor_kuznetsovi",0.98,0.02
"Euroscaptor_longirostris",0.9995,5e-04
"Euroscaptor_malayana",0.98,0.02
"Euroscaptor_micrura",0.9995,5e-04
"Euroscaptor_orlovi",0.98,0.02
"Euroscaptor_parvidens",0.98,0.02
"Euroscaptor_subanura",0.98,0.02
"Euryoryzomys_emmonsae",0.98,0.02
"Euryoryzomys_lamia",0.61,0.39
"Euryoryzomys_legatus",0.9995,5e-04
"Euryoryzomys_macconnelli",0.9995,5e-04
"Euryoryzomys_nitidus",0.9995,5e-04
"Euryoryzomys_russatus",0.9995,5e-04
"Euryzygomatomys_spinosus",0.9995,5e-04
"Eutamias_sibiricus",0.9995,5e-04
"Euxerus_erythropus",0.9995,5e-04
"Exilisciurus_concinnus",0.9995,5e-04
"Exilisciurus_exilis",0.98,0.02
"Exilisciurus_whiteheadi",0.9995,5e-04
"Falsistrellus_affinis",0.9995,5e-04
"Falsistrellus_mackenziei",0.98,0.02
"Falsistrellus_mordax",0.98,0.02
"Falsistrellus_petersi",0.98,0.02
"Falsistrellus_tasmaniensis",0.9995,5e-04
"Felis_bieti",0.61,0.39
"Felis_catus",0.98,0.02
"Felis_chaus",0.9995,5e-04
"Felis_lybicus",0.98,0.02
"Felis_margarita",0.9995,5e-04
"Felis_nigripes",0.61,0.39
"Felis_silvestris",0.9995,5e-04
"Felovia_vae",0.9995,5e-04
"Feresa_attenuata",0.9995,5e-04
"Feroculus_feroculus",0.004,0.996
"Fossa_fossana",0.61,0.39
"Fukomys_amatus",0.98,0.02
"Fukomys_anselli",0.98,0.02
"Fukomys_bocagei",0.9995,5e-04
"Fukomys_damarensis",0.9995,5e-04
"Fukomys_darlingi",0.9995,5e-04
"Fukomys_foxi",0.98,0.02
"Fukomys_hanangensis",0.98,0.02
"Fukomys_ilariae",0.98,0.02
"Fukomys_kafuensis",0.61,0.39
"Fukomys_livingstoni",0.98,0.02
"Fukomys_mechowii",0.9995,5e-04
"Fukomys_micklemi",0.98,0.02
"Fukomys_ochraceocinereus",0.9995,5e-04
"Fukomys_vandewoestijneae",0.98,0.02
"Fukomys_whytei",0.98,0.02
"Fukomys_zechi",0.9995,5e-04
"Funambulus_layardi",0.61,0.39
"Funambulus_palmarum",0.9995,5e-04
"Funambulus_pennantii",0.9995,5e-04
"Funambulus_sublineatus",0.61,0.39
"Funambulus_tristriatus",0.9995,5e-04
"Funisciurus_anerythrus",0.9995,5e-04
"Funisciurus_bayonii",0.98,0.02
"Funisciurus_carruthersi",0.9995,5e-04
"Funisciurus_congicus",0.9995,5e-04
"Funisciurus_duchaillui",0.98,0.02
"Funisciurus_isabella",0.9995,5e-04
"Funisciurus_lemniscatus",0.9995,5e-04
"Funisciurus_leucogenys",0.9995,5e-04
"Funisciurus_pyrropus",0.9995,5e-04
"Funisciurus_substriatus",0.98,0.02
"Furipterus_horrens",0.9995,5e-04
"Galago_gallarum",0.9995,5e-04
"Galago_matschiei",0.9995,5e-04
"Galago_moholi",0.9995,5e-04
"Galago_senegalensis",0.9995,5e-04
"Galagoides_demidovii",0.9995,5e-04
"Galagoides_kumbirensis",0.98,0.02
"Galagoides_thomasi",0.9995,5e-04
"Galea_comes",0.98,0.02
"Galea_flavidens",0.9995,5e-04
"Galea_leucoblephara",0.9995,5e-04
"Galea_musteloides",0.98,0.02
"Galea_spixii",0.9995,5e-04
"Galemys_pyrenaicus",0.61,0.39
"Galenomys_garleppi",0.98,0.02
"Galeopterus_variegatus",0.9995,5e-04
"Galerella_flavescens",0.9995,5e-04
"Galerella_nigrata",0.98,0.02
"Galerella_ochracea",0.9995,5e-04
"Galerella_pulverulenta",0.9995,5e-04
"Galerella_sanguinea",0.9995,5e-04
"Galictis_cuja",0.9995,5e-04
"Galictis_vittata",0.9995,5e-04
"Galidia_elegans",0.9995,5e-04
"Galidictis_fasciata",0.61,0.39
"Galidictis_grandidieri",0.004,0.996
"Gardnerycteris_crenulatum",0.9995,5e-04
"Gardnerycteris_koepckeae",0.98,0.02
"Gazella_arabica",0.61,0.39
"Gazella_bennettii",0.9995,5e-04
"Gazella_cuvieri",0.61,0.39
"Gazella_dorcas",0.61,0.39
"Gazella_gazella",0.004,0.996
"Gazella_leptoceros",0.004,0.996
"Gazella_marica",0.61,0.39
"Gazella_spekei",0.004,0.996
"Gazella_subgutturosa",0.61,0.39
"Genetta_abyssinica",0.98,0.02
"Genetta_angolensis",0.9995,5e-04
"Genetta_bourloni",0.61,0.39
"Genetta_cristata",0.61,0.39
"Genetta_felina",0.98,0.02
"Genetta_genetta",0.9995,5e-04
"Genetta_johnstoni",0.98,0.02
"Genetta_maculata",0.9995,5e-04
"Genetta_pardina",0.9995,5e-04
"Genetta_piscivora",0.98,0.02
"Genetta_poensis",0.98,0.02
"Genetta_servalina",0.9995,5e-04
"Genetta_thierryi",0.9995,5e-04
"Genetta_tigrina",0.9995,5e-04
"Genetta_victoriae",0.9995,5e-04
"Geocapromys_brownii",0.004,0.996
"Geocapromys_ingrahami",0.61,0.39
"Geogale_aurita",0.9995,5e-04
"Geomys_arenarius",0.98,0.02
"Geomys_attwateri",0.9995,5e-04
"Geomys_breviceps",0.9995,5e-04
"Geomys_bursarius",0.9995,5e-04
"Geomys_jugossicularis",0.98,0.02
"Geomys_knoxjonesi",0.9995,5e-04
"Geomys_lutescens",0.98,0.02
"Geomys_personatus",0.9995,5e-04
"Geomys_pinetis",0.9995,5e-04
"Geomys_streckeri",0.98,0.02
"Geomys_texensis",0.9995,5e-04
"Geomys_tropicalis",0.004,0.996
"Georychus_capensis",0.9995,5e-04
"Geosciurus_inauris",0.9995,5e-04
"Geosciurus_princeps",0.9995,5e-04
"Geoxus_annectens",0.61,0.39
"Geoxus_lafkenche",0.98,0.02
"Geoxus_michaelseni",0.98,0.02
"Geoxus_valdivianus",0.9995,5e-04
"Gerbilliscus_afra",0.9995,5e-04
"Gerbilliscus_boehmi",0.9995,5e-04
"Gerbilliscus_brantsii",0.9995,5e-04
"Gerbilliscus_gambianus",0.9995,5e-04
"Gerbilliscus_giffardi",0.98,0.02
"Gerbilliscus_guineae",0.9995,5e-04
"Gerbilliscus_inclusus",0.9995,5e-04
"Gerbilliscus_kempi",0.9995,5e-04
"Gerbilliscus_leucogaster",0.9995,5e-04
"Gerbilliscus_nigricaudus",0.9995,5e-04
"Gerbilliscus_paeba",0.9995,5e-04
"Gerbilliscus_phillipsi",0.9995,5e-04
"Gerbilliscus_robustus",0.9995,5e-04
"Gerbilliscus_setzeri",0.9995,5e-04
"Gerbilliscus_tytonis",0.9995,5e-04
"Gerbilliscus_validus",0.9995,5e-04
"Gerbilliscus_vallinus",0.9995,5e-04
"Gerbilliscus_vicinus",0.98,0.02
"Gerbillus_acticola",0.98,0.02
"Gerbillus_agag",0.98,0.02
"Gerbillus_amoenus",0.9995,5e-04
"Gerbillus_andersoni",0.9995,5e-04
"Gerbillus_aquilus",0.9995,5e-04
"Gerbillus_bottai",0.98,0.02
"Gerbillus_brockmani",0.98,0.02
"Gerbillus_burtoni",0.98,0.02
"Gerbillus_campestris",0.9995,5e-04
"Gerbillus_cheesmani",0.9995,5e-04
"Gerbillus_dasyurus",0.9995,5e-04
"Gerbillus_dunni",0.9995,5e-04
"Gerbillus_famulus",0.9995,5e-04
"Gerbillus_floweri",0.9995,5e-04
"Gerbillus_garamantis",0.98,0.02
"Gerbillus_gerbillus",0.9995,5e-04
"Gerbillus_gleadowi",0.9995,5e-04
"Gerbillus_grobbeni",0.98,0.02
"Gerbillus_harwoodi",0.9995,5e-04
"Gerbillus_henleyi",0.9995,5e-04
"Gerbillus_hesperinus",0.004,0.996
"Gerbillus_hoogstraali",0.61,0.39
"Gerbillus_jamesi",0.98,0.02
"Gerbillus_latastei",0.98,0.02
"Gerbillus_lowei",0.98,0.02
"Gerbillus_mackillingini",0.9995,5e-04
"Gerbillus_maghrebi",0.9995,5e-04
"Gerbillus_mauritaniae",0.98,0.02
"Gerbillus_mesopotamiae",0.9995,5e-04
"Gerbillus_muriculus",0.98,0.02
"Gerbillus_nancillus",0.98,0.02
"Gerbillus_nanus",0.9995,5e-04
"Gerbillus_nigeriae",0.9995,5e-04
"Gerbillus_occiduus",0.98,0.02
"Gerbillus_poecilops",0.9995,5e-04
"Gerbillus_principulus",0.98,0.02
"Gerbillus_pulvinatus",0.9995,5e-04
"Gerbillus_pusillus",0.9995,5e-04
"Gerbillus_pyramidum",0.9995,5e-04
"Gerbillus_rosalinda",0.9995,5e-04
"Gerbillus_rupicola",0.9995,5e-04
"Gerbillus_simoni",0.9995,5e-04
"Gerbillus_somalicus",0.98,0.02
"Gerbillus_stigmonyx",0.98,0.02
"Gerbillus_syrticus",0.98,0.02
"Gerbillus_tarabuli",0.9995,5e-04
"Gerbillus_vivax",0.98,0.02
"Gerbillus_watersi",0.9995,5e-04
"Giraffa_camelopardalis",0.61,0.39
"Giraffa_giraffa",0.98,0.02
"Giraffa_reticulata",0.98,0.02
"Giraffa_tippelskirchi",0.98,0.02
"Glaucomys_oregonensis",0.98,0.02
"Glaucomys_sabrinus",0.9995,5e-04
"Glaucomys_volans",0.9995,5e-04
"Glauconycteris_alboguttata",0.9995,5e-04
"Glauconycteris_argentata",0.9995,5e-04
"Glauconycteris_beatrix",0.9995,5e-04
"Glauconycteris_curryae",0.98,0.02
"Glauconycteris_egeria",0.98,0.02
"Glauconycteris_gleni",0.98,0.02
"Glauconycteris_humeralis",0.98,0.02
"Glauconycteris_kenyacola",0.98,0.02
"Glauconycteris_machadoi",0.98,0.02
"Glauconycteris_poensis",0.9995,5e-04
"Glauconycteris_variegata",0.9995,5e-04
"Glironia_venusta",0.9995,5e-04
"Glirulus_japonicus",0.9995,5e-04
"Glis_glis",0.9995,5e-04
"Glischropus_aquilus",0.98,0.02
"Glischropus_bucephalus",0.9995,5e-04
"Glischropus_javanus",0.98,0.02
"Glischropus_tylopus",0.9995,5e-04
"Globicephala_macrorhynchus",0.9995,5e-04
"Globicephala_melas",0.9995,5e-04
"Glossophaga_commissarisi",0.9995,5e-04
"Glossophaga_leachii",0.9995,5e-04
"Glossophaga_longirostris",0.9995,5e-04
"Glossophaga_morenoi",0.9995,5e-04
"Glossophaga_soricina",0.9995,5e-04
"Glyphonycteris_behnii",0.98,0.02
"Glyphonycteris_daviesi",0.9995,5e-04
"Glyphonycteris_sylvestris",0.9995,5e-04
"Glyphotes_simus",0.98,0.02
"Golunda_ellioti",0.9995,5e-04
"Gorilla_beringei",0,1
"Gorilla_gorilla",0,1
"Gracilimus_radix",0.98,0.02
"Gracilinanus_aceramarcae",0.9995,5e-04
"Gracilinanus_agilis",0.9995,5e-04
"Gracilinanus_dryas",0.9995,5e-04
"Gracilinanus_emiliae",0.98,0.02
"Gracilinanus_marica",0.9995,5e-04
"Gracilinanus_microtarsus",0.9995,5e-04
"Gracilinanus_peruanus",0.98,0.02
"Grammomys_aridulus",0.98,0.02
"Grammomys_brevirostris",0.98,0.02
"Grammomys_buntingi",0.98,0.02
"Grammomys_caniceps",0.98,0.02
"Grammomys_cometes",0.9995,5e-04
"Grammomys_dolichurus",0.9995,5e-04
"Grammomys_dryas",0.9995,5e-04
"Grammomys_gigas",0.004,0.996
"Grammomys_ibeanus",0.9995,5e-04
"Grammomys_kuru",0.9995,5e-04
"Grammomys_macmillani",0.9995,5e-04
"Grammomys_minnae",0.61,0.39
"Grammomys_poensis",0.98,0.02
"Grammomys_selousi",0.9995,5e-04
"Grampus_griseus",0.9995,5e-04
"Graomys_chacoensis",0.98,0.02
"Graomys_domorum",0.9995,5e-04
"Graomys_edithae",0.98,0.02
"Graomys_griseoflavus",0.9995,5e-04
"Graphiurus_angolensis",0.98,0.02
"Graphiurus_christyi",0.9995,5e-04
"Graphiurus_crassicaudatus",0.98,0.02
"Graphiurus_johnstoni",0.98,0.02
"Graphiurus_kelleni",0.9995,5e-04
"Graphiurus_lorraineus",0.9995,5e-04
"Graphiurus_microtis",0.9995,5e-04
"Graphiurus_monardi",0.98,0.02
"Graphiurus_murinus",0.9995,5e-04
"Graphiurus_nagtglasii",0.9995,5e-04
"Graphiurus_ocularis",0.9995,5e-04
